epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
131,85.796,0.92351,1.50345,0.76033,0.95728,0.68273,0.69427,0.74094,0.5129,0.80578,0.58599,0.71046,0.44078,1.15441,2.2445,1.32144,1.11494,0.0014852,0.0014852,0.0014852
132,86.4058,0.82761,1.26281,0.7191,0.95521,0.73237,0.69427,0.74853,0.50346,0.84647,0.59701,0.71177,0.4296,1.16819,2.31319,1.29894,1.13882,0.00148124,0.00148124,0.00148124
133,87.0069,0.87774,1.46505,0.75063,0.95414,0.73237,0.69427,0.74853,0.50346,0.84647,0.59701,0.71177,0.4296,1.16819,2.31319,1.29894,1.13882,0.00147728,0.00147728,0.00147728
134,87.5722,0.83184,1.34808,0.7234,0.94131,0.73237,0.69427,0.74853,0.50346,0.84647,0.59701,0.71177,0.4296,1.16819,2.31319,1.29894,1.13882,0.00147332,0.00147332,0.00147332
135,88.1409,0.78758,1.15392,0.71535,0.91155,0.73237,0.69427,0.74853,0.50346,0.84647,0.59701,0.71177,0.4296,1.16819,2.31319,1.29894,1.13882,0.00146936,0.00146936,0.00146936
136,88.9173,0.76425,1.06974,0.73095,0.92325,0.76122,0.70701,0.74981,0.53585,0.74189,0.6774,0.72642,0.46087,1.0806,2.16284,1.24962,1.09232,0.0014654,0.0014654,0.0014654
137,89.5862,0.83025,1.3797,0.70858,0.92398,0.76122,0.70701,0.74981,0.53585,0.74189,0.6774,0.72642,0.46087,1.0806,2.16284,1.24962,1.09232,0.00146144,0.00146144,0.00146144
138,90.2326,0.74543,1.06605,0.69137,0.92396,0.76122,0.70701,0.74981,0.53585,0.74189,0.6774,0.72642,0.46087,1.0806,2.16284,1.24962,1.09232,0.00145748,0.00145748,0.00145748
139,90.8703,0.80506,1.25025,0.75705,0.94524,0.76122,0.70701,0.74981,0.53585,0.74189,0.6774,0.72642,0.46087,1.0806,2.16284,1.24962,1.09232,0.00145352,0.00145352,0.00145352
140,91.5706,0.79893,1.25429,0.702,0.95029,0.79905,0.69427,0.75807,0.52377,0.76286,0.66242,0.71806,0.44288,1.07523,2.17842,1.27235,1.09188,0.00144956,0.00144956,0.00144956
141,92.1225,0.74963,1.1692,0.67758,0.92769,0.79905,0.69427,0.75807,0.52377,0.76286,0.66242,0.71806,0.44288,1.07523,2.17842,1.27235,1.09188,0.0014456,0.0014456,0.0014456
142,92.6841,0.74524,1.16486,0.68632,0.94302,0.79905,0.69427,0.75807,0.52377,0.76286,0.66242,0.71806,0.44288,1.07523,2.17842,1.27235,1.09188,0.00144164,0.00144164,0.00144164
143,93.2268,0.81827,1.34042,0.74491,0.96363,0.79905,0.69427,0.75807,0.52377,0.76286,0.66242,0.71806,0.44288,1.07523,2.17842,1.27235,1.09188,0.00143768,0.00143768,0.00143768
144,93.8383,0.75008,1.13444,0.70687,0.91419,0.79389,0.71975,0.76937,0.55107,0.79709,0.67516,0.75057,0.45933,1.05116,2.09658,1.2359,1.07556,0.00143372,0.00143372,0.00143372
145,94.5101,0.88608,1.43999,0.74993,0.95545,0.79389,0.71975,0.76937,0.55107,0.79709,0.67516,0.75057,0.45933,1.05116,2.09658,1.2359,1.07556,0.00142976,0.00142976,0.00142976
146,95.1674,0.80193,1.34822,0.6852,0.93812,0.79389,0.71975,0.76937,0.55107,0.79709,0.67516,0.75057,0.45933,1.05116,2.09658,1.2359,1.07556,0.0014258,0.0014258,0.0014258
147,95.938,0.85682,1.46614,0.7571,0.93723,0.79389,0.71975,0.76937,0.55107,0.79709,0.67516,0.75057,0.45933,1.05116,2.09658,1.2359,1.07556,0.00142184,0.00142184,0.00142184
148,96.7566,0.82705,1.24486,0.70128,0.93715,0.77664,0.70701,0.76515,0.53283,0.834,0.65605,0.74774,0.46274,1.12488,2.18464,1.22158,1.08238,0.00141788,0.00141788,0.00141788
149,97.3247,0.79305,1.21143,0.69329,0.92092,0.77664,0.70701,0.76515,0.53283,0.834,0.65605,0.74774,0.46274,1.12488,2.18464,1.22158,1.08238,0.00141392,0.00141392,0.00141392
150,97.914,0.7804,1.22095,0.70252,0.90586,0.77664,0.70701,0.76515,0.53283,0.834,0.65605,0.74774,0.46274,1.12488,2.18464,1.22158,1.08238,0.00140996,0.00140996,0.00140996
151,98.4989,0.79451,1.17912,0.73998,0.92784,0.77664,0.70701,0.76515,0.53283,0.834,0.65605,0.74774,0.46274,1.12488,2.18464,1.22158,1.08238,0.001406,0.001406,0.001406
152,99.0769,0.84445,1.33552,0.75442,0.9584,0.80686,0.71846,0.78388,0.54999,0.76946,0.65605,0.73757,0.46912,1.07835,2.14675,1.22909,1.05841,0.00140204,0.00140204,0.00140204
153,99.7357,0.76131,1.20454,0.70362,0.90075,0.80686,0.71846,0.78388,0.54999,0.76946,0.65605,0.73757,0.46912,1.07835,2.14675,1.22909,1.05841,0.00139808,0.00139808,0.00139808
154,100.41,0.736,1.13526,0.67603,0.91324,0.80686,0.71846,0.78388,0.54999,0.76946,0.65605,0.73757,0.46912,1.07835,2.14675,1.22909,1.05841,0.00139412,0.00139412,0.00139412
155,101.11,0.79073,1.24942,0.72663,0.91552,0.80686,0.71846,0.78388,0.54999,0.76946,0.65605,0.73757,0.46912,1.07835,2.14675,1.22909,1.05841,0.00139016,0.00139016,0.00139016
156,101.812,0.74411,1.13506,0.6848,0.89435,0.79289,0.68153,0.76744,0.5408,0.75503,0.70673,0.75365,0.48019,1.04534,2.01492,1.25693,1.04508,0.0013862,0.0013862,0.0013862
157,102.532,0.74443,1.13855,0.67856,0.91964,0.79289,0.68153,0.76744,0.5408,0.75503,0.70673,0.75365,0.48019,1.04534,2.01492,1.25693,1.04508,0.00138224,0.00138224,0.00138224
158,103.223,0.75575,1.07568,0.68064,0.91419,0.79289,0.68153,0.76744,0.5408,0.75503,0.70673,0.75365,0.48019,1.04534,2.01492,1.25693,1.04508,0.00137828,0.00137828,0.00137828
159,103.859,0.77484,1.20757,0.71047,0.91503,0.79289,0.68153,0.76744,0.5408,0.75503,0.70673,0.75365,0.48019,1.04534,2.01492,1.25693,1.04508,0.00137432,0.00137432,0.00137432
160,104.565,0.83296,1.21919,0.70563,0.93483,0.81445,0.69895,0.7918,0.55547,0.8039,0.70501,0.78309,0.48344,1.03524,1.9558,1.14753,1.04014,0.00137036,0.00137036,0.00137036
161,105.384,0.83765,1.32657,0.68011,0.91394,0.81445,0.69895,0.7918,0.55547,0.8039,0.70501,0.78309,0.48344,1.03524,1.9558,1.14753,1.04014,0.0013664,0.0013664,0.0013664
162,106.437,0.80549,1.2679,0.66826,0.90542,0.81445,0.69895,0.7918,0.55547,0.8039,0.70501,0.78309,0.48344,1.03524,1.9558,1.14753,1.04014,0.00136244,0.00136244,0.00136244
163,107.252,0.75113,1.20776,0.66426,0.91621,0.81445,0.69895,0.7918,0.55547,0.8039,0.70501,0.78309,0.48344,1.03524,1.9558,1.14753,1.04014,0.00135848,0.00135848,0.00135848
164,108.06,0.76224,1.13449,0.66399,0.91761,0.77037,0.70518,0.77791,0.53317,0.7558,0.6879,0.75483,0.47647,1.09973,1.91034,1.12933,1.06121,0.00135452,0.00135452,0.00135452
165,109.022,0.84722,1.16563,0.69559,0.9581,0.77037,0.70518,0.77791,0.53317,0.7558,0.6879,0.75483,0.47647,1.09973,1.91034,1.12933,1.06121,0.00135056,0.00135056,0.00135056
166,109.714,0.78809,1.17139,0.65808,0.89211,0.77037,0.70518,0.77791,0.53317,0.7558,0.6879,0.75483,0.47647,1.09973,1.91034,1.12933,1.06121,0.0013466,0.0013466,0.0013466
167,110.403,0.80252,1.2537,0.69123,0.9103,0.77037,0.70518,0.77791,0.53317,0.7558,0.6879,0.75483,0.47647,1.09973,1.91034,1.12933,1.06121,0.00134264,0.00134264,0.00134264
168,111.272,0.80045,1.24498,0.68501,0.92596,0.72078,0.72345,0.76413,0.52767,0.71845,0.71514,0.74131,0.47509,1.06275,1.9011,1.13313,1.04267,0.00133868,0.00133868,0.00133868
169,112.116,0.75679,1.25643,0.6658,0.89952,0.72078,0.72345,0.76413,0.52767,0.71845,0.71514,0.74131,0.47509,1.06275,1.9011,1.13313,1.04267,0.00133472,0.00133472,0.00133472
170,112.851,0.76395,1.13687,0.64501,0.92261,0.72078,0.72345,0.76413,0.52767,0.71845,0.71514,0.74131,0.47509,1.06275,1.9011,1.13313,1.04267,0.00133076,0.00133076,0.00133076
171,113.467,0.79995,1.18402,0.78032,0.93904,0.72078,0.72345,0.76413,0.52767,0.71845,0.71514,0.74131,0.47509,1.06275,1.9011,1.13313,1.04267,0.0013268,0.0013268,0.0013268
172,114.125,0.76715,1.13974,0.68271,0.91251,0.69704,0.70701,0.74341,0.51365,0.6886,0.6879,0.71868,0.4505,1.06046,1.9123,1.19385,1.05885,0.00132284,0.00132284,0.00132284
173,114.821,0.78668,1.19436,0.70273,0.94201,0.69704,0.70701,0.74341,0.51365,0.6886,0.6879,0.71868,0.4505,1.06046,1.9123,1.19385,1.05885,0.00131888,0.00131888,0.00131888
174,115.46,0.88308,1.33522,0.69519,0.94359,0.69704,0.70701,0.74341,0.51365,0.6886,0.6879,0.71868,0.4505,1.06046,1.9123,1.19385,1.05885,0.00131492,0.00131492,0.00131492
175,116.153,0.87804,1.33073,0.69833,0.93316,0.69704,0.70701,0.74341,0.51365,0.6886,0.6879,0.71868,0.4505,1.06046,1.9123,1.19385,1.05885,0.00131096,0.00131096,0.00131096
176,116.817,0.85366,1.2979,0.69539,0.94895,0.73448,0.64968,0.72925,0.51973,0.73739,0.66174,0.71952,0.45069,1.06104,1.9381,1.18572,1.0634,0.001307,0.001307,0.001307
177,117.437,0.79978,1.14521,0.65432,0.9097,0.73448,0.64968,0.72925,0.51973,0.73739,0.66174,0.71952,0.45069,1.06104,1.9381,1.18572,1.0634,0.00130304,0.00130304,0.00130304
178,118.067,0.78314,1.19456,0.67667,0.93296,0.73448,0.64968,0.72925,0.51973,0.73739,0.66174,0.71952,0.45069,1.06104,1.9381,1.18572,1.0634,0.00129908,0.00129908,0.00129908
179,118.682,0.82749,1.31387,0.67947,0.95185,0.73448,0.64968,0.72925,0.51973,0.73739,0.66174,0.71952,0.45069,1.06104,1.9381,1.18572,1.0634,0.00129512,0.00129512,0.00129512
180,119.528,0.82079,1.17515,0.67881,0.92268,0.68798,0.6879,0.72148,0.51675,0.77163,0.6051,0.71508,0.46317,1.07038,1.94129,1.15801,1.06819,0.00129116,0.00129116,0.00129116
181,120.177,0.79633,1.2877,0.69175,0.92291,0.68798,0.6879,0.72148,0.51675,0.77163,0.6051,0.71508,0.46317,1.07038,1.94129,1.15801,1.06819,0.0012872,0.0012872,0.0012872
182,120.746,0.76514,1.28172,0.73886,0.94781,0.68798,0.6879,0.72148,0.51675,0.77163,0.6051,0.71508,0.46317,1.07038,1.94129,1.15801,1.06819,0.00128324,0.00128324,0.00128324
183,121.368,0.75586,1.2315,0.65734,0.89839,0.68798,0.6879,0.72148,0.51675,0.77163,0.6051,0.71508,0.46317,1.07038,1.94129,1.15801,1.06819,0.00127928,0.00127928,0.00127928
184,122.163,0.74868,1.09995,0.63911,0.9132,0.72983,0.6879,0.72444,0.51882,0.72983,0.6879,0.72415,0.46,1.09956,1.90284,1.15435,1.08727,0.00127532,0.00127532,0.00127532
185,122.782,0.77237,1.12194,0.64465,0.93015,0.72983,0.6879,0.72444,0.51882,0.72983,0.6879,0.72415,0.46,1.09956,1.90284,1.15435,1.08727,0.00127136,0.00127136,0.00127136
186,123.354,0.71566,1.02994,0.66248,0.92212,0.72983,0.6879,0.72444,0.51882,0.72983,0.6879,0.72415,0.46,1.09956,1.90284,1.15435,1.08727,0.0012674,0.0012674,0.0012674
187,123.958,0.76339,1.21132,0.6534,0.91351,0.72983,0.6879,0.72444,0.51882,0.72983,0.6879,0.72415,0.46,1.09956,1.90284,1.15435,1.08727,0.00126344,0.00126344,0.00126344
188,124.637,0.79126,1.29107,0.65118,0.89909,0.72519,0.73957,0.75222,0.54382,0.76617,0.73046,0.74313,0.47212,1.02694,1.88098,1.11125,1.05962,0.00125948,0.00125948,0.00125948
189,125.427,0.67609,1.02965,0.63934,0.89169,0.72519,0.73957,0.75222,0.54382,0.76617,0.73046,0.74313,0.47212,1.02694,1.88098,1.11125,1.05962,0.00125552,0.00125552,0.00125552
190,126.035,0.76034,1.07581,0.63494,0.91166,0.72519,0.73957,0.75222,0.54382,0.76617,0.73046,0.74313,0.47212,1.02694,1.88098,1.11125,1.05962,0.00125156,0.00125156,0.00125156
191,126.624,0.82251,1.28669,0.66198,0.93219,0.72519,0.73957,0.75222,0.54382,0.76617,0.73046,0.74313,0.47212,1.02694,1.88098,1.11125,1.05962,0.0012476,0.0012476,0.0012476
192,127.286,0.80739,1.33342,0.66582,0.91005,0.74859,0.72611,0.77226,0.55679,0.7364,0.70701,0.75469,0.47558,1.00345,1.90401,1.05636,1.04145,0.00124364,0.00124364,0.00124364
193,128.032,0.71557,1.06623,0.64576,0.92873,0.74859,0.72611,0.77226,0.55679,0.7364,0.70701,0.75469,0.47558,1.00345,1.90401,1.05636,1.04145,0.00123968,0.00123968,0.00123968
194,128.648,0.73821,1.12929,0.64786,0.89874,0.74859,0.72611,0.77226,0.55679,0.7364,0.70701,0.75469,0.47558,1.00345,1.90401,1.05636,1.04145,0.00123572,0.00123572,0.00123572
195,129.216,0.71995,1.13492,0.63033,0.8998,0.74859,0.72611,0.77226,0.55679,0.7364,0.70701,0.75469,0.47558,1.00345,1.90401,1.05636,1.04145,0.00123176,0.00123176,0.00123176
196,129.855,0.72172,1.03444,0.62643,0.88488,0.75385,0.74125,0.80178,0.56403,0.72738,0.71376,0.77611,0.47603,1.0154,1.95676,1.01254,1.03698,0.0012278,0.0012278,0.0012278
197,130.515,0.67655,1.05292,0.64212,0.88503,0.75385,0.74125,0.80178,0.56403,0.72738,0.71376,0.77611,0.47603,1.0154,1.95676,1.01254,1.03698,0.00122384,0.00122384,0.00122384
198,131.2,0.76872,1.21211,0.64104,0.89648,0.75385,0.74125,0.80178,0.56403,0.72738,0.71376,0.77611,0.47603,1.0154,1.95676,1.01254,1.03698,0.00121988,0.00121988,0.00121988
199,131.85,0.74183,1.23055,0.6341,0.89915,0.75385,0.74125,0.80178,0.56403,0.72738,0.71376,0.77611,0.47603,1.0154,1.95676,1.01254,1.03698,0.00121592,0.00121592,0.00121592
200,132.585,0.71247,1.10454,0.65259,0.89007,0.77473,0.71975,0.81276,0.57074,0.76924,0.71338,0.804,0.47973,1.0304,2.01844,0.99723,1.04774,0.00121196,0.00121196,0.00121196
201,133.278,0.71035,1.1537,0.61098,0.89581,0.77473,0.71975,0.81276,0.57074,0.76924,0.71338,0.804,0.47973,1.0304,2.01844,0.99723,1.04774,0.001208,0.001208,0.001208
202,133.886,0.69861,1.02047,0.7003,0.9186,0.77473,0.71975,0.81276,0.57074,0.76924,0.71338,0.804,0.47973,1.0304,2.01844,0.99723,1.04774,0.00120404,0.00120404,0.00120404
203,134.582,0.70964,1.13552,0.61865,0.89239,0.77473,0.71975,0.81276,0.57074,0.76924,0.71338,0.804,0.47973,1.0304,2.01844,0.99723,1.04774,0.00120008,0.00120008,0.00120008
204,135.26,0.73549,1.18006,0.62679,0.90998,0.71917,0.77707,0.81124,0.585,0.71917,0.77707,0.79549,0.48435,0.97758,1.98213,0.97246,1.03606,0.00119612,0.00119612,0.00119612
205,135.935,0.7137,1.21503,0.6189,0.89129,0.71917,0.77707,0.81124,0.585,0.71917,0.77707,0.79549,0.48435,0.97758,1.98213,0.97246,1.03606,0.00119216,0.00119216,0.00119216
206,136.679,0.74092,1.1301,0.64989,0.87633,0.71917,0.77707,0.81124,0.585,0.71917,0.77707,0.79549,0.48435,0.97758,1.98213,0.97246,1.03606,0.0011882,0.0011882,0.0011882
207,137.316,0.70741,1.13305,0.61286,0.8935,0.71917,0.77707,0.81124,0.585,0.71917,0.77707,0.79549,0.48435,0.97758,1.98213,0.97246,1.03606,0.00118424,0.00118424,0.00118424
208,137.991,0.71388,1.07174,0.63021,0.90055,0.78629,0.73248,0.81168,0.57919,0.75835,0.70701,0.7596,0.47714,1.00662,2.05441,0.96045,1.05892,0.00118028,0.00118028,0.00118028
209,138.585,0.67934,1.09556,0.60651,0.90735,0.78629,0.73248,0.81168,0.57919,0.75835,0.70701,0.7596,0.47714,1.00662,2.05441,0.96045,1.05892,0.00117632,0.00117632,0.00117632
210,139.178,0.67939,1.07391,0.6229,0.89102,0.78629,0.73248,0.81168,0.57919,0.75835,0.70701,0.7596,0.47714,1.00662,2.05441,0.96045,1.05892,0.00117236,0.00117236,0.00117236
211,139.919,0.67933,1.07212,0.6109,0.89639,0.78629,0.73248,0.81168,0.57919,0.75835,0.70701,0.7596,0.47714,1.00662,2.05441,0.96045,1.05892,0.0011684,0.0011684,0.0011684
212,140.519,0.67083,1.03917,0.59452,0.89521,0.77989,0.74476,0.79775,0.58952,0.77322,0.73839,0.78298,0.48198,0.98276,2.09793,0.95544,1.04408,0.00116444,0.00116444,0.00116444
213,141.121,0.82216,1.2444,0.64898,0.90329,0.77989,0.74476,0.79775,0.58952,0.77322,0.73839,0.78298,0.48198,0.98276,2.09793,0.95544,1.04408,0.00116048,0.00116048,0.00116048
214,141.838,0.65376,0.96252,0.58224,0.87653,0.77989,0.74476,0.79775,0.58952,0.77322,0.73839,0.78298,0.48198,0.98276,2.09793,0.95544,1.04408,0.00115652,0.00115652,0.00115652
215,142.48,0.69792,1.06432,0.64357,0.8924,0.77989,0.74476,0.79775,0.58952,0.77322,0.73839,0.78298,0.48198,0.98276,2.09793,0.95544,1.04408,0.00115256,0.00115256,0.00115256
216,143.058,0.66199,1.02307,0.63215,0.91116,0.74961,0.72461,0.78614,0.56866,0.74248,0.71623,0.77397,0.4768,1.03147,2.10206,0.97692,1.05563,0.0011486,0.0011486,0.0011486
217,143.611,0.67944,1.02943,0.60406,0.8985,0.74961,0.72461,0.78614,0.56866,0.74248,0.71623,0.77397,0.4768,1.03147,2.10206,0.97692,1.05563,0.00114464,0.00114464,0.00114464
218,144.169,0.68932,1.04267,0.5863,0.89203,0.74961,0.72461,0.78614,0.56866,0.74248,0.71623,0.77397,0.4768,1.03147,2.10206,0.97692,1.05563,0.00114068,0.00114068,0.00114068
219,144.753,0.67696,0.96234,0.58156,0.90722,0.74961,0.72461,0.78614,0.56866,0.74248,0.71623,0.77397,0.4768,1.03147,2.10206,0.97692,1.05563,0.00113672,0.00113672,0.00113672
220,145.367,0.65366,0.992,0.58329,0.8827,0.75888,0.75159,0.78828,0.56887,0.75963,0.75159,0.78584,0.47326,1.02861,1.98736,0.97647,1.05402,0.00113276,0.00113276,0.00113276
221,145.92,0.65381,0.94143,0.58007,0.89464,0.75888,0.75159,0.78828,0.56887,0.75963,0.75159,0.78584,0.47326,1.02861,1.98736,0.97647,1.05402,0.0011288,0.0011288,0.0011288
222,146.487,0.62391,0.94838,0.568,0.87371,0.75888,0.75159,0.78828,0.56887,0.75963,0.75159,0.78584,0.47326,1.02861,1.98736,0.97647,1.05402,0.00112484,0.00112484,0.00112484
223,147.024,0.65786,1.01377,0.60978,0.89523,0.75888,0.75159,0.78828,0.56887,0.75963,0.75159,0.78584,0.47326,1.02861,1.98736,0.97647,1.05402,0.00112088,0.00112088,0.00112088
224,147.594,0.66941,0.99638,0.5842,0.87136,0.76799,0.73796,0.77945,0.56316,0.76137,0.73159,0.76687,0.47316,1.01779,1.91745,1.00902,1.06587,0.00111692,0.00111692,0.00111692
225,148.191,0.73234,1.20775,0.62495,0.903,0.76799,0.73796,0.77945,0.56316,0.76137,0.73159,0.76687,0.47316,1.01779,1.91745,1.00902,1.06587,0.00111296,0.00111296,0.00111296
226,148.976,0.64954,0.96466,0.59997,0.88119,0.76799,0.73796,0.77945,0.56316,0.76137,0.73159,0.76687,0.47316,1.01779,1.91745,1.00902,1.06587,0.001109,0.001109,0.001109
227,149.542,0.65691,1.00338,0.59502,0.89437,0.76799,0.73796,0.77945,0.56316,0.76137,0.73159,0.76687,0.47316,1.01779,1.91745,1.00902,1.06587,0.00110504,0.00110504,0.00110504
228,150.121,0.65963,0.97723,0.59653,0.90019,0.78695,0.70582,0.77556,0.56191,0.76143,0.71975,0.76504,0.4692,1.01271,1.91862,1.04563,1.07108,0.00110108,0.00110108,0.00110108
229,150.659,0.63571,0.98836,0.59377,0.88802,0.78695,0.70582,0.77556,0.56191,0.76143,0.71975,0.76504,0.4692,1.01271,1.91862,1.04563,1.07108,0.00109712,0.00109712,0.00109712
230,151.216,0.63798,0.92844,0.56699,0.88654,0.78695,0.70582,0.77556,0.56191,0.76143,0.71975,0.76504,0.4692,1.01271,1.91862,1.04563,1.07108,0.00109316,0.00109316,0.00109316
231,151.781,0.6272,0.96342,0.58444,0.87194,0.78695,0.70582,0.77556,0.56191,0.76143,0.71975,0.76504,0.4692,1.01271,1.91862,1.04563,1.07108,0.0010892,0.0010892,0.0010892
232,152.396,0.65478,1.04604,0.57881,0.87211,0.74638,0.76854,0.7743,0.54709,0.73888,0.75159,0.74858,0.45743,1.05181,2.00279,1.01686,1.11323,0.00108524,0.00108524,0.00108524
233,152.944,0.74294,1.2688,0.67385,0.92588,0.74638,0.76854,0.7743,0.54709,0.73888,0.75159,0.74858,0.45743,1.05181,2.00279,1.01686,1.11323,0.00108128,0.00108128,0.00108128
234,153.527,0.66294,0.98519,0.58573,0.89656,0.74638,0.76854,0.7743,0.54709,0.73888,0.75159,0.74858,0.45743,1.05181,2.00279,1.01686,1.11323,0.00107732,0.00107732,0.00107732
235,154.139,0.67182,0.97672,0.62252,0.87031,0.74638,0.76854,0.7743,0.54709,0.73888,0.75159,0.74858,0.45743,1.05181,2.00279,1.01686,1.11323,0.00107336,0.00107336,0.00107336
236,154.736,0.66798,1.07192,0.59006,0.88449,0.72881,0.73605,0.75913,0.54723,0.73511,0.74242,0.74579,0.46486,1.06069,2.17835,1.009,1.11692,0.0010694,0.0010694,0.0010694
237,155.274,0.65897,0.95578,0.59229,0.90097,0.72881,0.73605,0.75913,0.54723,0.73511,0.74242,0.74579,0.46486,1.06069,2.17835,1.009,1.11692,0.00106544,0.00106544,0.00106544
238,155.845,0.65057,0.91645,0.5749,0.86691,0.72881,0.73605,0.75913,0.54723,0.73511,0.74242,0.74579,0.46486,1.06069,2.17835,1.009,1.11692,0.00106148,0.00106148,0.00106148
239,156.413,0.66171,1.00726,0.57904,0.89203,0.72881,0.73605,0.75913,0.54723,0.73511,0.74242,0.74579,0.46486,1.06069,2.17835,1.009,1.11692,0.00105752,0.00105752,0.00105752
240,156.989,0.7138,1.15425,0.6151,0.90292,0.74143,0.73056,0.75651,0.55495,0.73107,0.72722,0.74711,0.47233,1.02,2.18752,1.00437,1.08142,0.00105356,0.00105356,0.00105356
241,157.57,0.70569,1.09657,0.59032,0.88107,0.74143,0.73056,0.75651,0.55495,0.73107,0.72722,0.74711,0.47233,1.02,2.18752,1.00437,1.08142,0.0010496,0.0010496,0.0010496
242,158.307,0.6566,1.01088,0.57235,0.87735,0.74143,0.73056,0.75651,0.55495,0.73107,0.72722,0.74711,0.47233,1.02,2.18752,1.00437,1.08142,0.00104564,0.00104564,0.00104564
243,158.911,0.70378,1.02812,0.59371,0.89286,0.74143,0.73056,0.75651,0.55495,0.73107,0.72722,0.74711,0.47233,1.02,2.18752,1.00437,1.08142,0.00104168,0.00104168,0.00104168
244,159.55,0.69776,1.18452,0.60213,0.89179,0.84554,0.6625,0.7788,0.57115,0.85669,0.66242,0.77968,0.48624,1.00003,2.05102,0.97004,1.0621,0.00103772,0.00103772,0.00103772
245,160.158,0.66578,0.99007,0.61881,0.87767,0.84554,0.6625,0.7788,0.57115,0.85669,0.66242,0.77968,0.48624,1.00003,2.05102,0.97004,1.0621,0.00103376,0.00103376,0.00103376
246,160.788,0.76084,1.17341,0.72397,0.88561,0.84554,0.6625,0.7788,0.57115,0.85669,0.66242,0.77968,0.48624,1.00003,2.05102,0.97004,1.0621,0.0010298,0.0010298,0.0010298
247,161.344,0.64916,0.95706,0.5884,0.88792,0.84554,0.6625,0.7788,0.57115,0.85669,0.66242,0.77968,0.48624,1.00003,2.05102,0.97004,1.0621,0.00102584,0.00102584,0.00102584
248,161.985,0.76789,1.16851,0.66033,0.88971,0.75694,0.75376,0.79824,0.59864,0.75694,0.75376,0.79191,0.50582,0.99147,1.99934,0.92854,1.04813,0.00102188,0.00102188,0.00102188
249,162.715,0.69614,1.06372,0.59393,0.88167,0.75694,0.75376,0.79824,0.59864,0.75694,0.75376,0.79191,0.50582,0.99147,1.99934,0.92854,1.04813,0.00101792,0.00101792,0.00101792
250,163.376,0.66146,0.93164,0.57163,0.87592,0.75694,0.75376,0.79824,0.59864,0.75694,0.75376,0.79191,0.50582,0.99147,1.99934,0.92854,1.04813,0.00101396,0.00101396,0.00101396
251,164.039,0.75079,1.15127,0.61729,0.89269,0.75694,0.75376,0.79824,0.59864,0.75694,0.75376,0.79191,0.50582,0.99147,1.99934,0.92854,1.04813,0.00101,0.00101,0.00101
252,164.746,0.67089,0.97169,0.57647,0.886,0.81987,0.78276,0.832,0.61541,0.80653,0.77002,0.81029,0.51498,0.96472,2.02619,0.91502,1.03936,0.00100604,0.00100604,0.00100604
253,165.393,0.67081,1.02644,0.58656,0.89027,0.81987,0.78276,0.832,0.61541,0.80653,0.77002,0.81029,0.51498,0.96472,2.02619,0.91502,1.03936,0.00100208,0.00100208,0.00100208
254,166.069,0.62731,0.97085,0.55605,0.86849,0.81987,0.78276,0.832,0.61541,0.80653,0.77002,0.81029,0.51498,0.96472,2.02619,0.91502,1.03936,0.00099812,0.00099812,0.00099812
255,166.693,0.70941,1.18413,0.6525,0.90017,0.81987,0.78276,0.832,0.61541,0.80653,0.77002,0.81029,0.51498,0.96472,2.02619,0.91502,1.03936,0.00099416,0.00099416,0.00099416
256,167.436,0.70323,1.07228,0.59326,0.87013,0.79757,0.79618,0.8278,0.6144,0.80032,0.7707,0.80555,0.51628,0.92642,2.04745,0.8929,1.01791,0.0009902,0.0009902,0.0009902
257,168.206,0.69977,1.07242,0.59003,0.87746,0.79757,0.79618,0.8278,0.6144,0.80032,0.7707,0.80555,0.51628,0.92642,2.04745,0.8929,1.01791,0.00098624,0.00098624,0.00098624
258,168.81,0.67247,1.00804,0.5936,0.87224,0.79757,0.79618,0.8278,0.6144,0.80032,0.7707,0.80555,0.51628,0.92642,2.04745,0.8929,1.01791,0.00098228,0.00098228,0.00098228
259,169.372,0.59634,0.89683,0.56053,0.88093,0.79757,0.79618,0.8278,0.6144,0.80032,0.7707,0.80555,0.51628,0.92642,2.04745,0.8929,1.01791,0.00097832,0.00097832,0.00097832
260,169.921,0.61455,0.82309,0.64597,0.89131,0.82015,0.78426,0.83093,0.61726,0.80026,0.76559,0.81022,0.52669,0.93585,2.05099,0.886,1.02612,0.00097436,0.00097436,0.00097436
261,170.576,0.64343,0.97586,0.56056,0.86608,0.82015,0.78426,0.83093,0.61726,0.80026,0.76559,0.81022,0.52669,0.93585,2.05099,0.886,1.02612,0.0009704,0.0009704,0.0009704
262,171.21,0.64634,0.8978,0.56686,0.87165,0.82015,0.78426,0.83093,0.61726,0.80026,0.76559,0.81022,0.52669,0.93585,2.05099,0.886,1.02612,0.00096644,0.00096644,0.00096644
263,171.867,0.6726,1.06566,0.56364,0.8812,0.82015,0.78426,0.83093,0.61726,0.80026,0.76559,0.81022,0.52669,0.93585,2.05099,0.886,1.02612,0.00096248,0.00096248,0.00096248
