epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,9.19968,1.27296,2.56906,2.97338,1.15206,0.09583,0.73248,0.2245,0.12894,0.09167,0.70064,0.16735,0.08374,1.20031,2.82304,3.11343,1.09547,0.000253308,0.000253308,0.000253308
15,9.84569,1.28162,2.50901,2.89547,1.13743,0.10083,0.7707,0.25815,0.142,0.0925,0.70701,0.18767,0.08434,1.17125,3.01407,3.09447,1.08711,0.000272238,0.000272238,0.000272238
16,10.4964,1.18858,2.43401,2.64772,1.10404,0.1,0.76433,0.26424,0.13751,0.09583,0.73248,0.20918,0.08454,1.2076,3.01908,3.08238,1.09554,0.00029109,0.00029109,0.00029109
17,11.1846,1.29628,2.59524,2.77964,1.11532,0.10333,0.78981,0.26524,0.13386,0.09417,0.71975,0.18534,0.08339,1.23243,3.246,3.08222,1.1048,0.000309862,0.000309862,0.000309862
18,11.9905,1.30296,2.42785,2.73523,1.08425,0.10333,0.78981,0.26524,0.13386,0.09417,0.71975,0.18534,0.08339,1.23243,3.246,3.08222,1.1048,0.000328556,0.000328556,0.000328556
19,12.6066,1.23631,2.34808,2.61503,1.07342,0.10667,0.81529,0.27384,0.1497,0.0925,0.70701,0.1947,0.08681,1.19764,3.36197,3.04936,1.07426,0.00034717,0.00034717,0.00034717
20,13.2221,1.17752,2.15185,2.50735,1.06062,0.10667,0.81529,0.27384,0.1497,0.0925,0.70701,0.1947,0.08681,1.19764,3.36197,3.04936,1.07426,0.000365704,0.000365704,0.000365704
21,13.899,1.20489,2.19451,2.63533,1.0581,0.10417,0.79618,0.31439,0.17511,0.0925,0.70701,0.17275,0.07679,1.19662,3.70832,3.03435,1.06389,0.00038416,0.00038416,0.00038416
22,14.5442,1.10452,2.15341,2.47638,1.0446,0.10417,0.79618,0.31439,0.17511,0.0925,0.70701,0.17275,0.07679,1.19662,3.70832,3.03435,1.06389,0.000402536,0.000402536,0.000402536
23,15.2057,1.11244,2.15813,2.45307,1.04877,0.10417,0.79618,0.34551,0.18936,0.1,0.76433,0.20966,0.09288,1.1991,3.41007,3.01754,1.06277,0.000420834,0.000420834,0.000420834
24,15.8481,1.15626,2.13874,2.39337,1.05998,0.10417,0.79618,0.34551,0.18936,0.1,0.76433,0.20966,0.09288,1.1991,3.41007,3.01754,1.06277,0.000439052,0.000439052,0.000439052
25,16.4984,1.2639,2.34546,2.45225,1.11072,0.10667,0.81529,0.3482,0.19253,0.1,0.76433,0.27145,0.12644,1.13981,2.84048,2.97354,1.03989,0.00045719,0.00045719,0.00045719
26,17.1113,1.07154,1.9186,2.22195,1.02831,0.10667,0.81529,0.3482,0.19253,0.1,0.76433,0.27145,0.12644,1.13981,2.84048,2.97354,1.03989,0.00047525,0.00047525,0.00047525
27,17.7624,1.2695,2.28047,2.29777,1.08824,0.1075,0.82166,0.3788,0.21725,0.10083,0.7707,0.2845,0.13194,1.11166,2.86305,2.92972,1.02566,0.00049323,0.00049323,0.00049323
28,18.4054,1.17778,2.20727,2.23878,1.04871,0.1075,0.82166,0.3788,0.21725,0.10083,0.7707,0.2845,0.13194,1.11166,2.86305,2.92972,1.02566,0.000511132,0.000511132,0.000511132
29,19.0856,1.20164,2.13998,2.30882,1.04557,0.1075,0.82166,0.38435,0.21787,0.0975,0.74522,0.28717,0.13353,1.13525,2.91574,2.90332,1.02174,0.000528954,0.000528954,0.000528954
30,19.8791,1.25568,2.27961,2.07655,1.08109,0.1075,0.82166,0.38435,0.21787,0.0975,0.74522,0.28717,0.13353,1.13525,2.91574,2.90332,1.02174,0.000546696,0.000546696,0.000546696
31,20.6055,1.13529,1.95723,2.13017,1.0321,0.10667,0.81529,0.40317,0.22511,0.09833,0.75159,0.33463,0.16172,1.13844,2.72695,2.87491,1.01782,0.00056436,0.00056436,0.00056436
32,21.2757,1.17195,1.99017,2.07009,1.03624,0.10667,0.81529,0.40317,0.22511,0.09833,0.75159,0.33463,0.16172,1.13844,2.72695,2.87491,1.01782,0.000581944,0.000581944,0.000581944
33,21.9108,1.10598,1.83729,1.88111,1.01412,0.10917,0.83439,0.41268,0.23451,0.10417,0.79618,0.41014,0.21626,1.15858,2.62291,2.8498,1.01572,0.00059945,0.00059945,0.00059945
34,22.5837,1.13,1.87417,1.84282,1.03085,0.10917,0.83439,0.41268,0.23451,0.10417,0.79618,0.41014,0.21626,1.15858,2.62291,2.8498,1.01572,0.000616876,0.000616876,0.000616876
35,23.2306,1.11269,1.90406,1.85407,1.0468,0.1075,0.82166,0.43106,0.24867,0.1,0.76433,0.37612,0.19079,1.22925,2.6376,2.83585,1.04759,0.000634222,0.000634222,0.000634222
36,23.7765,1.18805,1.93591,1.67966,1.05919,0.1075,0.82166,0.43106,0.24867,0.1,0.76433,0.37612,0.19079,1.22925,2.6376,2.83585,1.04759,0.00065149,0.00065149,0.00065149
37,24.4033,1.13355,1.93888,1.7314,1.03411,0.10833,0.82803,0.3929,0.22458,0.1025,0.78344,0.34125,0.17049,1.20257,2.64852,2.7903,1.03219,0.000668678,0.000668678,0.000668678
38,25.1482,1.11546,1.82238,1.63206,1.03268,0.10833,0.82803,0.3929,0.22458,0.1025,0.78344,0.34125,0.17049,1.20257,2.64852,2.7903,1.03219,0.000685788,0.000685788,0.000685788
39,25.7451,1.22597,2.18847,1.65028,1.07762,0.10949,0.81529,0.35401,0.20325,0.10435,0.77707,0.30654,0.16263,1.2393,2.75768,2.74919,1.05197,0.000702818,0.000702818,0.000702818
40,26.3502,1.1747,1.97517,1.65156,1.01707,0.10949,0.81529,0.35401,0.20325,0.10435,0.77707,0.30654,0.16263,1.2393,2.75768,2.74919,1.05197,0.000719768,0.000719768,0.000719768
41,27.0883,1.14043,1.84254,1.4464,1.0268,0.10604,0.50955,0.3617,0.20483,0.10735,0.57601,0.31082,0.16987,1.29488,2.75646,2.70699,1.06457,0.00073664,0.00073664,0.00073664
42,27.6312,1.1058,1.82593,1.34961,1.00783,0.10604,0.50955,0.3617,0.20483,0.10735,0.57601,0.31082,0.16987,1.29488,2.75646,2.70699,1.06457,0.000753432,0.000753432,0.000753432
43,28.2183,1.12189,1.83563,1.39112,1.00514,0.62009,0.24204,0.35827,0.20464,0.54824,0.24841,0.33413,0.17295,1.27341,2.62025,2.683,1.07201,0.000770146,0.000770146,0.000770146
44,28.7628,1.09763,1.71084,1.3072,1.04189,0.62009,0.24204,0.35827,0.20464,0.54824,0.24841,0.33413,0.17295,1.27341,2.62025,2.683,1.07201,0.00078678,0.00078678,0.00078678
45,29.3122,1.12664,1.87377,1.3697,1.07698,0.76134,0.2032,0.40266,0.21936,0.67774,0.20097,0.36838,0.19882,1.25486,2.59484,2.64903,1.06675,0.000803334,0.000803334,0.000803334
46,29.9061,1.1806,1.79398,1.23565,1.06836,0.76134,0.2032,0.40266,0.21936,0.67774,0.20097,0.36838,0.19882,1.25486,2.59484,2.64903,1.06675,0.00081981,0.00081981,0.00081981
47,30.5051,1.02493,1.58965,1.26869,1.01282,0.82883,0.19745,0.42962,0.23133,0.71282,0.17394,0.3404,0.19952,1.27887,2.72227,2.60991,1.07656,0.000836206,0.000836206,0.000836206
48,31.1497,1.11818,1.70075,1.227,1.02602,0.82883,0.19745,0.42962,0.23133,0.71282,0.17394,0.3404,0.19952,1.27887,2.72227,2.60991,1.07656,0.000852524,0.000852524,0.000852524
49,31.7731,1.27147,2.02493,1.33539,1.08852,0.67555,0.21656,0.38728,0.21776,0.63157,0.20382,0.33647,0.19332,1.36716,2.94842,2.52901,1.11685,0.000868762,0.000868762,0.000868762
50,32.3508,1.07431,1.59481,1.12485,1.04845,0.67555,0.21656,0.38728,0.21776,0.63157,0.20382,0.33647,0.19332,1.36716,2.94842,2.52901,1.11685,0.00088492,0.00088492,0.00088492
51,32.9425,1.0709,1.7705,1.05418,1.04753,0.72103,0.28025,0.40487,0.23506,0.66446,0.26115,0.34826,0.19998,1.38834,2.9408,2.4707,1.1208,0.000901,0.000901,0.000901
52,33.5132,1.03873,1.6585,1.1624,1.00569,0.72103,0.28025,0.40487,0.23506,0.66446,0.26115,0.34826,0.19998,1.38834,2.9408,2.4707,1.1208,0.000917,0.000917,0.000917
53,34.1071,1.05588,1.6923,1.11746,1.01127,0.72103,0.28025,0.40487,0.23506,0.66446,0.26115,0.34826,0.19998,1.38834,2.9408,2.4707,1.1208,0.000932922,0.000932922,0.000932922
54,34.8108,1.06352,1.62227,1.04427,1.02739,0.57826,0.3121,0.38151,0.2256,0.57826,0.3121,0.36019,0.1968,1.25827,2.69001,2.40414,1.08654,0.000948764,0.000948764,0.000948764
55,35.5854,1.10088,1.90543,1.10644,1.07326,0.57826,0.3121,0.38151,0.2256,0.57826,0.3121,0.36019,0.1968,1.25827,2.69001,2.40414,1.08654,0.000964526,0.000964526,0.000964526
56,36.3666,1.13578,1.97484,1.12695,1.07467,0.57826,0.3121,0.38151,0.2256,0.57826,0.3121,0.36019,0.1968,1.25827,2.69001,2.40414,1.08654,0.00098021,0.00098021,0.00098021
57,37.1469,1.09566,1.85005,1.1004,1.06996,0.49997,0.31847,0.3256,0.20041,0.48997,0.3121,0.30722,0.17469,1.20042,2.61468,2.39797,1.0745,0.000995814,0.000995814,0.000995814
58,37.867,0.95244,1.53966,0.99632,1.02305,0.49997,0.31847,0.3256,0.20041,0.48997,0.3121,0.30722,0.17469,1.20042,2.61468,2.39797,1.0745,0.00101134,0.00101134,0.00101134
59,38.5274,1.1123,1.91628,0.99471,1.05253,0.49997,0.31847,0.3256,0.20041,0.48997,0.3121,0.30722,0.17469,1.20042,2.61468,2.39797,1.0745,0.00102679,0.00102679,0.00102679
60,39.3667,1.07306,1.87644,1.04482,1.0274,0.47045,0.28662,0.32568,0.18983,0.43447,0.26752,0.28225,0.15119,1.20534,2.68246,2.43666,1.0938,0.00104215,0.00104215,0.00104215
61,40.3447,0.93855,1.53026,0.98537,1.01799,0.47045,0.28662,0.32568,0.18983,0.43447,0.26752,0.28225,0.15119,1.20534,2.68246,2.43666,1.0938,0.00105744,0.00105744,0.00105744
62,41.1486,0.97132,1.58207,0.96155,0.98854,0.47045,0.28662,0.32568,0.18983,0.43447,0.26752,0.28225,0.15119,1.20534,2.68246,2.43666,1.0938,0.00107265,0.00107265,0.00107265
63,41.977,0.98792,1.59259,0.95033,1.02699,0.50363,0.26498,0.31479,0.19774,0.44783,0.25478,0.26665,0.13428,1.25152,2.79835,2.46916,1.13707,0.00108778,0.00108778,0.00108778
64,42.6346,0.9413,1.56391,0.90762,0.99614,0.50363,0.26498,0.31479,0.19774,0.44783,0.25478,0.26665,0.13428,1.25152,2.79835,2.46916,1.13707,0.00110283,0.00110283,0.00110283
65,43.4149,0.98227,1.68468,0.9584,1.01332,0.50363,0.26498,0.31479,0.19774,0.44783,0.25478,0.26665,0.13428,1.25152,2.79835,2.46916,1.13707,0.0011178,0.0011178,0.0011178
66,44.1054,0.90084,1.4593,0.90195,0.98963,0.55002,0.31143,0.35714,0.22399,0.46943,0.29936,0.30467,0.17414,1.29149,2.64363,2.3963,1.14166,0.00113269,0.00113269,0.00113269
67,44.7349,0.96404,1.63761,0.89317,1.01546,0.55002,0.31143,0.35714,0.22399,0.46943,0.29936,0.30467,0.17414,1.29149,2.64363,2.3963,1.14166,0.0011475,0.0011475,0.0011475
68,45.3524,0.97479,1.60928,0.87144,1.00564,0.55002,0.31143,0.35714,0.22399,0.46943,0.29936,0.30467,0.17414,1.29149,2.64363,2.3963,1.14166,0.00116224,0.00116224,0.00116224
69,45.9327,0.98594,1.67932,0.98746,1.03762,0.57518,0.37947,0.39535,0.24836,0.57503,0.38784,0.37393,0.23422,1.32387,2.41295,2.20256,1.14065,0.00117689,0.00117689,0.00117689
70,46.722,0.99333,1.61823,0.92514,1.0272,0.57518,0.37947,0.39535,0.24836,0.57503,0.38784,0.37393,0.23422,1.32387,2.41295,2.20256,1.14065,0.00119146,0.00119146,0.00119146
71,47.4021,1.02394,1.69662,0.90829,1.01281,0.57518,0.37947,0.39535,0.24836,0.57503,0.38784,0.37393,0.23422,1.32387,2.41295,2.20256,1.14065,0.00120596,0.00120596,0.00120596
72,48.0693,1.13401,1.92905,1.02338,1.11594,0.65063,0.40764,0.47131,0.30177,0.62013,0.38854,0.42242,0.26733,1.25443,2.45778,2.08286,1.09438,0.00122038,0.00122038,0.00122038
73,48.7085,0.95645,1.48031,0.94763,1.03033,0.65063,0.40764,0.47131,0.30177,0.62013,0.38854,0.42242,0.26733,1.25443,2.45778,2.08286,1.09438,0.00123471,0.00123471,0.00123471
74,49.363,0.92781,1.55522,0.86785,0.97853,0.65063,0.40764,0.47131,0.30177,0.62013,0.38854,0.42242,0.26733,1.25443,2.45778,2.08286,1.09438,0.00124897,0.00124897,0.00124897
75,50.0192,0.85784,1.31832,0.8239,0.96382,0.75908,0.43949,0.50738,0.31824,0.7392,0.42675,0.47122,0.28228,1.2722,2.45566,2.09405,1.11271,0.00126315,0.00126315,0.00126315
76,50.6607,1.07978,1.63485,0.91279,1.02592,0.75908,0.43949,0.50738,0.31824,0.7392,0.42675,0.47122,0.28228,1.2722,2.45566,2.09405,1.11271,0.00127725,0.00127725,0.00127725
77,51.3011,0.96959,1.55124,0.86673,1.01378,0.75908,0.43949,0.50738,0.31824,0.7392,0.42675,0.47122,0.28228,1.2722,2.45566,2.09405,1.11271,0.00129127,0.00129127,0.00129127
78,51.9836,1.07107,1.61492,0.9382,1.02997,0.70741,0.52361,0.56383,0.35779,0.68922,0.4944,0.51629,0.29957,1.26733,2.4982,1.95836,1.11757,0.00130521,0.00130521,0.00130521
79,52.6484,0.94984,1.46702,0.83669,0.9912,0.70741,0.52361,0.56383,0.35779,0.68922,0.4944,0.51629,0.29957,1.26733,2.4982,1.95836,1.11757,0.00131907,0.00131907,0.00131907
80,53.2947,0.90447,1.43963,0.83355,0.96488,0.70741,0.52361,0.56383,0.35779,0.68922,0.4944,0.51629,0.29957,1.26733,2.4982,1.95836,1.11757,0.00133286,0.00133286,0.00133286
81,53.9537,0.8815,1.37507,0.90895,1.00376,0.66834,0.47491,0.58656,0.38187,0.65792,0.45327,0.54385,0.32195,1.22796,2.48987,1.81107,1.10654,0.00134656,0.00134656,0.00134656
82,54.5942,0.91413,1.48561,0.8512,0.97508,0.66834,0.47491,0.58656,0.38187,0.65792,0.45327,0.54385,0.32195,1.22796,2.48987,1.81107,1.10654,0.00136018,0.00136018,0.00136018
83,55.363,0.97883,1.61267,0.92904,1.02539,0.66834,0.47491,0.58656,0.38187,0.65792,0.45327,0.54385,0.32195,1.22796,2.48987,1.81107,1.10654,0.00137373,0.00137373,0.00137373
84,56.0432,0.94005,1.54912,0.88447,0.9813,0.69795,0.55929,0.59832,0.38681,0.72599,0.54003,0.57695,0.33193,1.2673,2.50223,1.73234,1.12372,0.0013872,0.0013872,0.0013872
85,56.6903,0.9518,1.47142,0.85554,0.97876,0.69795,0.55929,0.59832,0.38681,0.72599,0.54003,0.57695,0.33193,1.2673,2.50223,1.73234,1.12372,0.00140058,0.00140058,0.00140058
86,57.3457,0.92827,1.45566,0.82965,0.97253,0.69795,0.55929,0.59832,0.38681,0.72599,0.54003,0.57695,0.33193,1.2673,2.50223,1.73234,1.12372,0.00141389,0.00141389,0.00141389
87,58.0086,0.91689,1.46105,0.86081,0.99198,0.69795,0.55929,0.59832,0.38681,0.72599,0.54003,0.57695,0.33193,1.2673,2.50223,1.73234,1.12372,0.00142712,0.00142712,0.00142712
88,58.6598,0.92237,1.41818,0.83421,0.99104,0.71031,0.59236,0.62849,0.41332,0.69503,0.57962,0.60405,0.36383,1.19547,2.3763,1.72038,1.12409,0.00144027,0.00144027,0.00144027
89,59.3073,1.05152,1.82463,0.92449,1.06234,0.71031,0.59236,0.62849,0.41332,0.69503,0.57962,0.60405,0.36383,1.19547,2.3763,1.72038,1.12409,0.00145334,0.00145334,0.00145334
90,59.9725,0.94026,1.31881,0.8181,0.98214,0.71031,0.59236,0.62849,0.41332,0.69503,0.57962,0.60405,0.36383,1.19547,2.3763,1.72038,1.12409,0.00146633,0.00146633,0.00146633
91,60.5984,0.94151,1.49728,0.85764,0.99225,0.71031,0.59236,0.62849,0.41332,0.69503,0.57962,0.60405,0.36383,1.19547,2.3763,1.72038,1.12409,0.00147924,0.00147924,0.00147924
92,61.3153,0.86977,1.42602,0.83619,0.97829,0.77845,0.5595,0.63754,0.4014,0.74166,0.53029,0.59438,0.34923,1.22383,2.5265,1.68756,1.14746,0.00149207,0.00149207,0.00149207
93,61.8999,0.89048,1.49801,0.81563,0.97117,0.77845,0.5595,0.63754,0.4014,0.74166,0.53029,0.59438,0.34923,1.22383,2.5265,1.68756,1.14746,0.00150483,0.00150483,0.00150483
94,62.5234,0.90646,1.43865,0.83532,0.96757,0.77845,0.5595,0.63754,0.4014,0.74166,0.53029,0.59438,0.34923,1.22383,2.5265,1.68756,1.14746,0.0015175,0.0015175,0.0015175
95,63.1233,0.92477,1.47097,0.82856,0.97794,0.77845,0.5595,0.63754,0.4014,0.74166,0.53029,0.59438,0.34923,1.22383,2.5265,1.68756,1.14746,0.00153009,0.00153009,0.00153009
96,63.761,0.91202,1.47,0.83483,0.96962,0.76427,0.53692,0.62114,0.38618,0.75422,0.52229,0.59985,0.33883,1.29477,2.53019,1.61508,1.14835,0.00154261,0.00154261,0.00154261
97,64.3128,0.90114,1.35909,0.79654,0.97161,0.76427,0.53692,0.62114,0.38618,0.75422,0.52229,0.59985,0.33883,1.29477,2.53019,1.61508,1.14835,0.00155505,0.00155505,0.00155505
98,64.8756,0.96455,1.51692,0.86956,0.97826,0.76427,0.53692,0.62114,0.38618,0.75422,0.52229,0.59985,0.33883,1.29477,2.53019,1.61508,1.14835,0.0015674,0.0015674,0.0015674
99,65.7031,0.95988,1.45046,0.8522,0.98944,0.76427,0.53692,0.62114,0.38618,0.75422,0.52229,0.59985,0.33883,1.29477,2.53019,1.61508,1.14835,0.00157968,0.00157968,0.00157968
100,66.3198,0.93054,1.26346,0.81164,0.96762,0.68551,0.61089,0.61109,0.38914,0.64973,0.58599,0.58873,0.335,1.24178,2.43975,1.64422,1.13384,0.00159188,0.00159188,0.00159188
101,66.9473,0.9704,1.63741,0.81223,0.97973,0.68551,0.61089,0.61109,0.38914,0.64973,0.58599,0.58873,0.335,1.24178,2.43975,1.64422,1.13384,0.001604,0.001604,0.001604
102,67.5024,0.84327,1.20843,0.76471,0.93801,0.68551,0.61089,0.61109,0.38914,0.64973,0.58599,0.58873,0.335,1.24178,2.43975,1.64422,1.13384,0.00160004,0.00160004,0.00160004
103,68.0608,0.89609,1.40301,0.78648,0.97015,0.68551,0.61089,0.61109,0.38914,0.64973,0.58599,0.58873,0.335,1.24178,2.43975,1.64422,1.13384,0.00159608,0.00159608,0.00159608
104,68.6121,0.92019,1.50213,0.84758,0.9941,0.74819,0.59873,0.63871,0.41522,0.71322,0.57962,0.61044,0.35451,1.18061,2.44651,1.59305,1.13348,0.00159212,0.00159212,0.00159212
105,69.1451,0.7904,1.17617,0.8373,0.97147,0.74819,0.59873,0.63871,0.41522,0.71322,0.57962,0.61044,0.35451,1.18061,2.44651,1.59305,1.13348,0.00158816,0.00158816,0.00158816
106,69.7285,0.89112,1.39138,0.78318,0.96213,0.74819,0.59873,0.63871,0.41522,0.71322,0.57962,0.61044,0.35451,1.18061,2.44651,1.59305,1.13348,0.0015842,0.0015842,0.0015842
107,70.295,0.83866,1.29746,0.78883,0.96033,0.74819,0.59873,0.63871,0.41522,0.71322,0.57962,0.61044,0.35451,1.18061,2.44651,1.59305,1.13348,0.00158024,0.00158024,0.00158024
108,70.861,0.94358,1.51205,0.8709,1.04491,0.76498,0.62199,0.66811,0.45015,0.74067,0.60034,0.63923,0.37968,1.15305,2.48386,1.50765,1.13151,0.00157628,0.00157628,0.00157628
109,71.4978,0.87402,1.28697,0.76874,0.96227,0.76498,0.62199,0.66811,0.45015,0.74067,0.60034,0.63923,0.37968,1.15305,2.48386,1.50765,1.13151,0.00157232,0.00157232,0.00157232
110,72.1344,0.90923,1.44316,0.79645,0.96361,0.76498,0.62199,0.66811,0.45015,0.74067,0.60034,0.63923,0.37968,1.15305,2.48386,1.50765,1.13151,0.00156836,0.00156836,0.00156836
111,72.7897,0.78232,1.22511,0.76768,0.94602,0.76498,0.62199,0.66811,0.45015,0.74067,0.60034,0.63923,0.37968,1.15305,2.48386,1.50765,1.13151,0.0015644,0.0015644,0.0015644
112,73.4495,0.80646,1.23875,0.7527,0.94796,0.736,0.64331,0.69698,0.47048,0.73749,0.62629,0.68335,0.39975,1.18284,2.38556,1.40757,1.13268,0.00156044,0.00156044,0.00156044
113,74.1081,0.80679,1.21608,0.75312,0.93873,0.736,0.64331,0.69698,0.47048,0.73749,0.62629,0.68335,0.39975,1.18284,2.38556,1.40757,1.13268,0.00155648,0.00155648,0.00155648
114,74.7156,0.81924,1.19745,0.78588,0.96242,0.736,0.64331,0.69698,0.47048,0.73749,0.62629,0.68335,0.39975,1.18284,2.38556,1.40757,1.13268,0.00155252,0.00155252,0.00155252
115,75.34,0.80413,1.22178,0.75168,0.95154,0.736,0.64331,0.69698,0.47048,0.73749,0.62629,0.68335,0.39975,1.18284,2.38556,1.40757,1.13268,0.00154856,0.00154856,0.00154856
116,76.0298,0.86144,1.38357,0.78866,0.9526,0.69537,0.66882,0.72542,0.51555,0.71553,0.63057,0.71028,0.44096,1.08467,2.13973,1.34066,1.07476,0.0015446,0.0015446,0.0015446
117,76.6651,0.81395,1.22706,0.76241,0.94713,0.69537,0.66882,0.72542,0.51555,0.71553,0.63057,0.71028,0.44096,1.08467,2.13973,1.34066,1.07476,0.00154064,0.00154064,0.00154064
118,77.2985,0.81588,1.29306,0.73839,0.95415,0.69537,0.66882,0.72542,0.51555,0.71553,0.63057,0.71028,0.44096,1.08467,2.13973,1.34066,1.07476,0.00153668,0.00153668,0.00153668
119,77.9054,0.8559,1.31601,0.80602,0.98578,0.69537,0.66882,0.72542,0.51555,0.71553,0.63057,0.71028,0.44096,1.08467,2.13973,1.34066,1.07476,0.00153272,0.00153272,0.00153272
120,78.5707,0.82741,1.21421,0.75093,0.93043,0.67787,0.69427,0.72996,0.51254,0.68487,0.69213,0.72818,0.44857,1.11278,2.25484,1.28317,1.0949,0.00152876,0.00152876,0.00152876
121,79.2305,0.8444,1.31814,0.76309,0.93339,0.67787,0.69427,0.72996,0.51254,0.68487,0.69213,0.72818,0.44857,1.11278,2.25484,1.28317,1.0949,0.0015248,0.0015248,0.0015248
122,79.8649,0.80925,1.29561,0.74447,0.94814,0.67787,0.69427,0.72996,0.51254,0.68487,0.69213,0.72818,0.44857,1.11278,2.25484,1.28317,1.0949,0.00152084,0.00152084,0.00152084
123,80.4875,0.76885,1.18314,0.72544,0.94955,0.67787,0.69427,0.72996,0.51254,0.68487,0.69213,0.72818,0.44857,1.11278,2.25484,1.28317,1.0949,0.00151688,0.00151688,0.00151688
124,81.1797,0.88353,1.42078,0.7589,0.95564,0.71787,0.69689,0.74224,0.52611,0.72197,0.69468,0.72616,0.44657,1.08216,2.25902,1.25315,1.074,0.00151292,0.00151292,0.00151292
125,81.8211,0.81129,1.22646,0.70889,0.93902,0.71787,0.69689,0.74224,0.52611,0.72197,0.69468,0.72616,0.44657,1.08216,2.25902,1.25315,1.074,0.00150896,0.00150896,0.00150896
126,82.5109,0.85284,1.36672,0.74224,0.94908,0.71787,0.69689,0.74224,0.52611,0.72197,0.69468,0.72616,0.44657,1.08216,2.25902,1.25315,1.074,0.001505,0.001505,0.001505
127,83.1564,0.83178,1.26946,0.73504,0.95173,0.71787,0.69689,0.74224,0.52611,0.72197,0.69468,0.72616,0.44657,1.08216,2.25902,1.25315,1.074,0.00150104,0.00150104,0.00150104
128,83.8257,0.81879,1.31844,0.72506,0.93917,0.68273,0.69427,0.74094,0.5129,0.80578,0.58599,0.71046,0.44078,1.15441,2.2445,1.32144,1.11494,0.00149708,0.00149708,0.00149708
129,84.4482,0.92721,1.38145,0.74123,0.93597,0.68273,0.69427,0.74094,0.5129,0.80578,0.58599,0.71046,0.44078,1.15441,2.2445,1.32144,1.11494,0.00149312,0.00149312,0.00149312
130,85.2062,0.78405,1.15063,0.68553,0.91452,0.68273,0.69427,0.74094,0.5129,0.80578,0.58599,0.71046,0.44078,1.15441,2.2445,1.32144,1.11494,0.00148916,0.00148916,0.00148916
