epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,14670.6,1.19319,0.76791,1.0705,0.85365,0.84361,0.91265,0.60807,1.15405,0.69212,1.08055,0.00192872,0.00192872,0.00192872
20,15138.6,1.15941,0.72343,1.05662,0.87213,0.83073,0.91868,0.63172,1.1379,0.66417,1.07525,0.00192476,0.00192476,0.00192476
21,15646.6,1.17658,0.72465,1.07499,0.83571,0.83158,0.90075,0.5821,1.19335,0.75402,1.10262,0.0019208,0.0019208,0.0019208
22,16215.8,1.15741,0.70361,1.05076,0.85148,0.82857,0.90015,0.61183,1.12345,0.77544,1.07878,0.00191684,0.00191684,0.00191684
23,16707.4,1.1537,0.72673,1.05207,0.8502,0.84662,0.91209,0.62172,1.12185,0.66395,1.06961,0.00191288,0.00191288,0.00191288
24,17202.3,1.14149,0.7237,1.0449,0.84535,0.8391,0.91328,0.61657,1.1272,0.66157,1.07046,0.00190892,0.00190892,0.00190892
25,17701.8,1.13042,0.69128,1.03448,0.84749,0.84401,0.9111,0.62864,1.11088,0.65892,1.06139,0.00190496,0.00190496,0.00190496
26,18217.1,1.12506,0.67835,1.04013,0.78985,0.78947,0.87036,0.5965,1.13489,0.81451,1.07085,0.001901,0.001901,0.001901
27,18698.1,1.13374,0.68264,1.04,0.86126,0.78195,0.88481,0.59605,1.14563,0.75233,1.06859,0.00189704,0.00189704,0.00189704
28,19162.6,1.1423,0.71338,1.05189,0.87285,0.83615,0.92527,0.64835,1.10002,0.64162,1.05166,0.00189308,0.00189308,0.00189308
29,19790,1.12485,0.67865,1.03629,0.88983,0.82857,0.92481,0.63674,1.10926,0.63215,1.05662,0.00188912,0.00188912,0.00188912
30,20354.2,1.13035,0.69624,1.04077,0.83875,0.78045,0.88083,0.59631,1.14103,0.72356,1.08583,0.00188516,0.00188516,0.00188516
31,20873.3,1.09283,0.65551,1.02195,0.87056,0.85964,0.92786,0.64318,1.09324,0.64293,1.04964,0.0018812,0.0018812,0.0018812
32,21399.7,1.1209,0.68363,1.03469,0.86675,0.85414,0.92326,0.63808,1.10414,0.64754,1.05997,0.00187724,0.00187724,0.00187724
33,21860.5,1.08064,0.65344,1.01653,0.84832,0.8391,0.91837,0.6318,1.09714,0.6702,1.05042,0.00187328,0.00187328,0.00187328
34,22384.7,1.08561,0.66188,1.01956,0.83557,0.81763,0.88715,0.61276,1.13802,0.68394,1.07621,0.00186932,0.00186932,0.00186932
35,22889.3,1.09575,0.65377,1.0224,0.87381,0.83158,0.90418,0.63442,1.09119,0.65011,1.05741,0.00186536,0.00186536,0.00186536
36,23383.6,1.11495,0.66499,1.02406,0.87953,0.86729,0.92969,0.65423,1.09377,0.60758,1.05843,0.0018614,0.0018614,0.0018614
37,24025.1,1.08751,0.66175,1.01388,0.83937,0.87068,0.91058,0.62262,1.13459,0.67695,1.06506,0.00185744,0.00185744,0.00185744
38,24558.8,1.10582,0.65672,1.02383,0.84508,0.8531,0.91714,0.64243,1.10593,0.64595,1.05891,0.00185348,0.00185348,0.00185348
39,25096.5,1.08812,0.65107,1.01042,0.8507,0.86015,0.92752,0.63981,1.0808,0.64301,1.03706,0.00184952,0.00184952,0.00184952
40,25626.2,1.065,0.64384,1.00272,0.85655,0.86466,0.92471,0.63428,1.0986,0.64208,1.04715,0.00184556,0.00184556,0.00184556
41,26254.6,1.07792,0.63571,1.01649,0.8486,0.87068,0.9225,0.64171,1.11311,0.64286,1.05401,0.0018416,0.0018416,0.0018416
42,26786.5,1.07827,0.64335,1.00935,0.86831,0.86917,0.92391,0.63947,1.10193,0.64577,1.05998,0.00183764,0.00183764,0.00183764
43,27286.5,1.0725,0.66378,1.00367,0.90254,0.83609,0.93418,0.66266,1.06265,0.5993,1.03049,0.00183368,0.00183368,0.00183368
44,27801.5,1.07167,0.63421,0.99875,0.88834,0.86135,0.93185,0.64724,1.09203,0.61619,1.05124,0.00182972,0.00182972,0.00182972
45,28356.9,1.10314,0.64144,1.02038,0.86825,0.86015,0.92783,0.64118,1.10718,0.61682,1.05339,0.00182576,0.00182576,0.00182576
46,28856.7,1.0707,0.61644,1.00639,0.8291,0.84511,0.9065,0.63936,1.09962,0.66565,1.04908,0.0018218,0.0018218,0.0018218
47,29332.5,1.07441,0.6404,1.00473,0.86659,0.87218,0.92559,0.6486,1.09372,0.61451,1.04763,0.00181784,0.00181784,0.00181784
48,29842.4,1.07957,0.63897,1.00674,0.87434,0.8406,0.92232,0.64895,1.08093,0.61291,1.03779,0.00181388,0.00181388,0.00181388
49,30479,1.07455,0.62297,1.00644,0.81729,0.86015,0.91101,0.63942,1.10176,0.66046,1.05048,0.00180992,0.00180992,0.00180992
50,31026.2,1.06073,0.63291,1.00877,0.82323,0.84962,0.91039,0.6183,1.14532,0.67396,1.07362,0.00180596,0.00180596,0.00180596
51,31607.2,1.07065,0.62427,1.00178,0.85819,0.87368,0.93106,0.65117,1.09301,0.60027,1.04768,0.001802,0.001802,0.001802
52,32207.9,1.08505,0.63448,1.015,0.8888,0.8406,0.93104,0.65399,1.07405,0.60405,1.04014,0.00179804,0.00179804,0.00179804
53,32743.2,1.06983,0.61661,1.00282,0.87678,0.84528,0.9242,0.65544,1.0705,0.60292,1.04179,0.00179408,0.00179408,0.00179408
54,33435.9,1.04868,0.6065,0.99698,0.87889,0.85865,0.93828,0.66643,1.07306,0.58123,1.04281,0.00179012,0.00179012,0.00179012
55,33952.7,1.07028,0.61199,1.00048,0.85785,0.81678,0.9101,0.62358,1.10335,0.64708,1.05707,0.00178616,0.00178616,0.00178616
56,34488.8,1.0462,0.6138,0.99807,0.85394,0.83459,0.90273,0.63561,1.09174,0.6645,1.04787,0.0017822,0.0017822,0.0017822
57,35145.9,1.04779,0.59405,0.9965,0.89558,0.86015,0.92985,0.66148,1.0711,0.57004,1.03904,0.00177824,0.00177824,0.00177824
58,35831.4,1.03171,0.60328,0.98639,0.82728,0.90677,0.93077,0.65881,1.08035,0.59029,1.04142,0.00177428,0.00177428,0.00177428
59,36358.1,1.0579,0.59695,1.00225,0.86982,0.82392,0.9121,0.63479,1.10001,0.63057,1.05261,0.00177032,0.00177032,0.00177032
60,36891.6,1.04899,0.5994,1.00004,0.86758,0.86917,0.93837,0.66467,1.06689,0.58497,1.0385,0.00176636,0.00176636,0.00176636
61,37575.5,1.05109,0.58636,0.99925,0.87253,0.86617,0.92803,0.6525,1.09863,0.58411,1.05303,0.0017624,0.0017624,0.0017624
62,38174,1.05129,0.60281,0.99781,0.85623,0.86917,0.92668,0.64598,1.09551,0.61134,1.04343,0.00175844,0.00175844,0.00175844
63,38701.5,1.02961,0.5886,0.98861,0.83381,0.86766,0.91795,0.64492,1.10088,0.60909,1.053,0.00175448,0.00175448,0.00175448
64,39222.3,1.06419,0.60183,0.99298,0.85184,0.88185,0.93349,0.66068,1.07501,0.57803,1.03537,0.00175052,0.00175052,0.00175052
65,39758.3,1.05532,0.59664,1.00322,0.83248,0.85263,0.90881,0.63672,1.10386,0.62885,1.05897,0.00174656,0.00174656,0.00174656
66,40237.2,1.04297,0.60372,1.00559,0.89227,0.82205,0.91903,0.64851,1.08265,0.63306,1.05083,0.0017426,0.0017426,0.0017426
67,40751.4,1.03118,0.58129,0.9974,0.85845,0.83902,0.91195,0.6391,1.12293,0.62019,1.06661,0.00173864,0.00173864,0.00173864
68,41308.1,1.04191,0.60043,0.99499,0.85223,0.8846,0.93138,0.6524,1.10885,0.57293,1.05907,0.00173468,0.00173468,0.00173468
69,41921.5,1.04637,0.58291,0.9888,0.85956,0.88358,0.93354,0.65217,1.08643,0.57331,1.04713,0.00173072,0.00173072,0.00173072
70,42478.5,1.03509,0.57603,0.99287,0.86458,0.85865,0.92886,0.6533,1.08643,0.5966,1.03356,0.00172676,0.00172676,0.00172676
71,42997.3,1.03813,0.57506,0.99438,0.89336,0.85663,0.93826,0.67042,1.0486,0.5719,1.02329,0.0017228,0.0017228,0.0017228
72,43510.9,1.02389,0.58179,0.98153,0.87594,0.87063,0.93911,0.66496,1.07558,0.57585,1.03879,0.00171884,0.00171884,0.00171884
73,44080.4,1.01981,0.56838,0.98038,0.88062,0.88722,0.93412,0.66495,1.06651,0.58859,1.03396,0.00171488,0.00171488,0.00171488
74,44719,1.03839,0.58021,0.98839,0.87148,0.86673,0.92652,0.65469,1.07807,0.59711,1.04251,0.00171092,0.00171092,0.00171092
75,45211.2,1.03076,0.56944,0.99455,0.83784,0.90903,0.93192,0.66384,1.06924,0.59254,1.0333,0.00170696,0.00170696,0.00170696
76,45750.1,1.03463,0.57615,0.98558,0.85418,0.8812,0.93649,0.66259,1.08205,0.5723,1.04692,0.001703,0.001703,0.001703
77,46277.5,1.01278,0.56073,0.97728,0.89037,0.84361,0.91984,0.65308,1.07995,0.59298,1.03916,0.00169904,0.00169904,0.00169904
78,46817.7,1.01604,0.56224,0.98276,0.86561,0.86203,0.92949,0.6655,1.07146,0.58822,1.03272,0.00169508,0.00169508,0.00169508
79,47330.2,1.01929,0.56408,0.98185,0.86214,0.87368,0.93101,0.66559,1.08808,0.58173,1.04586,0.00169112,0.00169112,0.00169112
80,47816.9,1.01613,0.56985,0.97986,0.84744,0.88872,0.9352,0.65884,1.08029,0.5868,1.0344,0.00168716,0.00168716,0.00168716
81,48485.5,1.00642,0.56197,0.97297,0.87001,0.85865,0.92449,0.64965,1.10589,0.5859,1.06065,0.0016832,0.0016832,0.0016832
82,49084.7,1.0138,0.5788,0.97931,0.90573,0.84962,0.92945,0.6605,1.07667,0.56059,1.05361,0.00167924,0.00167924,0.00167924
83,49587.1,1.02578,0.56959,0.98516,0.87202,0.86067,0.92704,0.65348,1.08901,0.59424,1.04697,0.00167528,0.00167528,0.00167528
84,50246.8,1.00625,0.54883,0.96837,0.8907,0.85781,0.92922,0.65546,1.09027,0.57027,1.05151,0.00167132,0.00167132,0.00167132
85,50908.8,1.00889,0.55969,0.98347,0.86131,0.84987,0.91721,0.65072,1.09103,0.59824,1.05023,0.00166736,0.00166736,0.00166736
86,51501,1.00432,0.56371,0.97856,0.85881,0.84361,0.92649,0.65369,1.0838,0.5889,1.03409,0.0016634,0.0016634,0.0016634
87,51977.5,0.99899,0.54407,0.97913,0.88501,0.86803,0.93419,0.66702,1.07098,0.54831,1.03914,0.00165944,0.00165944,0.00165944
88,52513.4,1.013,0.55544,0.98309,0.91126,0.83382,0.9351,0.65825,1.08432,0.56549,1.04056,0.00165548,0.00165548,0.00165548
89,53007,1.02427,0.57294,0.99843,0.8666,0.8797,0.93819,0.66531,1.07366,0.56746,1.03633,0.00165152,0.00165152,0.00165152
90,53472.2,1.00436,0.55059,0.98042,0.86797,0.8798,0.93396,0.65429,1.10615,0.58057,1.05558,0.00164756,0.00164756,0.00164756
91,53985.4,1.00255,0.55514,0.97838,0.89697,0.83759,0.93186,0.65397,1.09869,0.56687,1.04108,0.0016436,0.0016436,0.0016436
92,54512.4,0.99934,0.54218,0.97501,0.85297,0.8898,0.93404,0.66264,1.08427,0.55693,1.03176,0.00163964,0.00163964,0.00163964
93,55007.6,0.99993,0.53878,0.97762,0.87281,0.87669,0.93135,0.65437,1.09629,0.57184,1.04423,0.00163568,0.00163568,0.00163568
94,55520.2,1.01039,0.55004,0.97121,0.85982,0.89624,0.93375,0.65976,1.07573,0.5665,1.03064,0.00163172,0.00163172,0.00163172
95,55994,1.0037,0.54469,0.97804,0.88511,0.84962,0.92945,0.66003,1.0854,0.57717,1.04098,0.00162776,0.00162776,0.00162776
96,56480.4,1.00364,0.54685,0.98547,0.87305,0.85832,0.92613,0.65195,1.09984,0.57568,1.04953,0.0016238,0.0016238,0.0016238
97,57092.1,0.99414,0.5608,0.97264,0.87376,0.87669,0.93698,0.66192,1.08628,0.56237,1.04201,0.00161984,0.00161984,0.00161984
98,57670.4,0.98903,0.54246,0.96967,0.84169,0.89542,0.93425,0.67534,1.06787,0.56355,1.02761,0.00161588,0.00161588,0.00161588
99,58170.7,0.98861,0.53511,0.97486,0.84812,0.89011,0.9349,0.65755,1.06934,0.56019,1.03232,0.00161192,0.00161192,0.00161192
100,58698.1,0.98876,0.53305,0.96442,0.87526,0.86316,0.92463,0.65334,1.07944,0.57698,1.03357,0.00160796,0.00160796,0.00160796
101,59176.7,0.98343,0.54198,0.96712,0.89802,0.86316,0.92874,0.6599,1.10072,0.55702,1.0544,0.001604,0.001604,0.001604
102,59654.7,0.99025,0.53492,0.97531,0.87083,0.88421,0.93591,0.66182,1.08764,0.55742,1.04602,0.00160004,0.00160004,0.00160004
103,60238.5,0.98488,0.533,0.95984,0.90337,0.8782,0.9487,0.68646,1.06244,0.54335,1.02937,0.00159608,0.00159608,0.00159608
104,60800.2,1.01405,0.5633,0.97897,0.88647,0.86886,0.93897,0.65548,1.0736,0.5676,1.0388,0.00159212,0.00159212,0.00159212
105,61435.9,0.97805,0.52841,0.96406,0.87424,0.87218,0.93468,0.66314,1.08838,0.58001,1.0455,0.00158816,0.00158816,0.00158816
106,61983.5,0.98997,0.53179,0.97267,0.87621,0.86218,0.93174,0.66148,1.10274,0.54967,1.07166,0.0015842,0.0015842,0.0015842
107,62468.9,0.9888,0.53777,0.9697,0.85753,0.88421,0.91808,0.655,1.07436,0.57034,1.04426,0.00158024,0.00158024,0.00158024
108,63008.2,0.98281,0.51915,0.97067,0.91497,0.86165,0.93652,0.66349,1.09302,0.54602,1.05848,0.00157628,0.00157628,0.00157628
109,63567.5,0.98453,0.52422,0.96785,0.90198,0.85797,0.94022,0.66333,1.09544,0.54908,1.06009,0.00157232,0.00157232,0.00157232
110,64083.5,0.9792,0.51195,0.96809,0.88529,0.88201,0.94249,0.67498,1.08372,0.53363,1.04954,0.00156836,0.00156836,0.00156836
111,64564.9,0.97377,0.52526,0.96525,0.84837,0.88421,0.92682,0.66255,1.08811,0.5816,1.04667,0.0015644,0.0015644,0.0015644
112,65086.7,0.98086,0.5372,0.96937,0.86039,0.8797,0.93527,0.66721,1.08935,0.56354,1.04577,0.00156044,0.00156044,0.00156044
113,65737,0.98097,0.53654,0.96646,0.83366,0.90226,0.93164,0.67243,1.07362,0.55915,1.04037,0.00155648,0.00155648,0.00155648
114,66236.5,0.96654,0.51452,0.9528,0.87116,0.87368,0.93594,0.67152,1.07349,0.55938,1.03345,0.00155252,0.00155252,0.00155252
115,66751.6,0.97527,0.52855,0.97388,0.8504,0.86767,0.92153,0.66024,1.08298,0.58055,1.04805,0.00154856,0.00154856,0.00154856
116,67233.9,0.97723,0.52208,0.96391,0.83683,0.90226,0.92849,0.66409,1.08245,0.56474,1.04166,0.0015446,0.0015446,0.0015446
117,67731.7,0.9713,0.50109,0.96495,0.89063,0.86941,0.93255,0.67184,1.0754,0.54358,1.03597,0.00154064,0.00154064,0.00154064
118,68254.6,0.96949,0.51011,0.96557,0.87007,0.88612,0.93713,0.67341,1.06286,0.54649,1.02994,0.00153668,0.00153668,0.00153668
119,68752.1,0.97297,0.51534,0.97125,0.88779,0.86852,0.93694,0.66074,1.07623,0.55273,1.0451,0.00153272,0.00153272,0.00153272
120,69248.6,0.96986,0.51992,0.9625,0.87102,0.87337,0.93318,0.66635,1.07608,0.54997,1.03082,0.00152876,0.00152876,0.00152876
121,69748.5,0.96803,0.51093,0.96477,0.83999,0.9078,0.91908,0.64501,1.11226,0.58825,1.06711,0.0015248,0.0015248,0.0015248
122,70314.9,0.9622,0.5142,0.96697,0.87996,0.89293,0.93943,0.67329,1.07898,0.52714,1.04375,0.00152084,0.00152084,0.00152084
123,70825.5,0.96365,0.51275,0.96157,0.83971,0.88722,0.92727,0.66507,1.08111,0.56982,1.03889,0.00151688,0.00151688,0.00151688
124,71331.4,0.96107,0.50836,0.96288,0.87052,0.87961,0.93232,0.65503,1.10213,0.5546,1.05689,0.00151292,0.00151292,0.00151292
125,71840.6,0.96251,0.5092,0.95752,0.90601,0.85524,0.94061,0.6757,1.06985,0.53935,1.03659,0.00150896,0.00150896,0.00150896
126,72367.5,0.9463,0.49486,0.95477,0.91055,0.86917,0.93608,0.67384,1.08069,0.5501,1.04483,0.001505,0.001505,0.001505
127,72781.8,0.9593,0.50499,0.95949,0.87541,0.87368,0.93228,0.66145,1.0874,0.57067,1.04969,0.00150104,0.00150104,0.00150104
128,73290.6,0.9525,0.50261,0.96251,0.90451,0.85263,0.93383,0.67453,1.07107,0.54426,1.04185,0.00149708,0.00149708,0.00149708
129,73832,0.95383,0.49491,0.96367,0.88127,0.87068,0.93059,0.66611,1.08789,0.54299,1.04276,0.00149312,0.00149312,0.00149312
130,74322.9,0.95572,0.51464,0.97193,0.85787,0.88946,0.93263,0.6526,1.10173,0.57398,1.0459,0.00148916,0.00148916,0.00148916
131,74852.4,0.94774,0.49887,0.95593,0.85216,0.89323,0.92241,0.65558,1.09649,0.56373,1.06556,0.0014852,0.0014852,0.0014852
132,75395.9,0.96038,0.50076,0.95896,0.86507,0.86768,0.92529,0.66716,1.06553,0.53998,1.04073,0.00148124,0.00148124,0.00148124
133,75896,0.93744,0.48993,0.95131,0.86345,0.89624,0.93659,0.66549,1.10516,0.5466,1.06059,0.00147728,0.00147728,0.00147728
134,76491.7,0.95093,0.48318,0.95467,0.86589,0.88356,0.93309,0.66663,1.079,0.54924,1.05173,0.00147332,0.00147332,0.00147332
135,76958.4,0.94997,0.49714,0.9544,0.88144,0.88271,0.93307,0.6665,1.08451,0.54372,1.04693,0.00146936,0.00146936,0.00146936
136,77484,0.96166,0.50776,0.96881,0.86546,0.86091,0.92243,0.65425,1.1096,0.5787,1.05547,0.0014654,0.0014654,0.0014654
137,78113.2,1.00792,0.52144,1.00816,0.84585,0.91128,0.93587,0.66816,1.09373,0.55573,1.04616,0.00146144,0.00146144,0.00146144
138,78727.9,0.94519,0.48479,0.95158,0.88543,0.88328,0.93718,0.67436,1.07037,0.54042,1.03652,0.00145748,0.00145748,0.00145748
139,79166.6,0.94566,0.49349,0.95868,0.87539,0.88738,0.93555,0.67071,1.08149,0.53414,1.04089,0.00145352,0.00145352,0.00145352
140,79582,0.93515,0.49043,0.95467,0.88255,0.87669,0.92816,0.65944,1.08742,0.55023,1.04259,0.00144956,0.00144956,0.00144956
141,80158.6,0.95956,0.5058,0.96965,0.87547,0.86684,0.91963,0.66358,1.08884,0.55753,1.05296,0.0014456,0.0014456,0.0014456
142,80703.2,0.92746,0.48057,0.95155,0.88159,0.87324,0.92717,0.6654,1.08956,0.53977,1.05138,0.00144164,0.00144164,0.00144164
143,81186,0.93748,0.4756,0.95762,0.87954,0.89173,0.9311,0.66863,1.08924,0.54204,1.05472,0.00143768,0.00143768,0.00143768
144,81649.9,0.94411,0.48207,0.96377,0.88042,0.88421,0.93311,0.66976,1.0945,0.55002,1.05185,0.00143372,0.00143372,0.00143372
145,82149,0.93295,0.4828,0.9483,0.84883,0.90075,0.92885,0.66182,1.08597,0.55782,1.05022,0.00142976,0.00142976,0.00142976
146,82700.5,0.93411,0.47487,0.94798,0.86934,0.89043,0.92485,0.65859,1.07782,0.56012,1.03118,0.0014258,0.0014258,0.0014258
147,83154.9,0.93126,0.4826,0.95002,0.88455,0.86413,0.92735,0.66262,1.0652,0.55355,1.03666,0.00142184,0.00142184,0.00142184
148,83622.6,0.90803,0.57454,0.9376,0.84752,0.91729,0.92995,0.66254,1.08566,0.54185,1.06292,0.00141788,0.00141788,0.00141788
149,84246.6,0.93358,0.48218,0.95116,0.91036,0.85517,0.93383,0.67321,1.06787,0.54211,1.02799,0.00141392,0.00141392,0.00141392
150,84787.6,0.9176,0.48079,0.94012,0.85841,0.89023,0.92791,0.66401,1.08126,0.53293,1.04901,0.00140996,0.00140996,0.00140996
151,85327.8,0.92245,0.47222,0.95073,0.88445,0.87475,0.93015,0.66937,1.07672,0.55938,1.04703,0.001406,0.001406,0.001406
152,85804.5,0.91238,0.4688,0.9434,0.85932,0.90017,0.93634,0.67643,1.06623,0.5405,1.03644,0.00140204,0.00140204,0.00140204
153,86275.3,0.92656,0.47314,0.94352,0.8745,0.8797,0.93245,0.67118,1.08029,0.53602,1.05904,0.00139808,0.00139808,0.00139808
154,86877.2,0.92678,0.47,0.9558,0.85867,0.88623,0.92537,0.66022,1.09504,0.55688,1.05984,0.00139412,0.00139412,0.00139412
155,87377.2,0.90967,0.4712,0.9387,0.8574,0.91278,0.93508,0.66225,1.09691,0.55498,1.05524,0.00139016,0.00139016,0.00139016
156,87916,0.92102,0.47122,0.94051,0.8959,0.86704,0.92724,0.67194,1.06577,0.53799,1.04183,0.0013862,0.0013862,0.0013862
157,88483.4,0.93243,0.47621,0.94759,0.88339,0.84812,0.92656,0.66909,1.08572,0.54214,1.04858,0.00138224,0.00138224,0.00138224
158,88986,0.926,0.47168,0.94869,0.87129,0.86529,0.92786,0.66896,1.08452,0.54955,1.0529,0.00137828,0.00137828,0.00137828
159,89541.1,0.9058,0.46501,0.94051,0.87678,0.88722,0.93482,0.66969,1.08313,0.53595,1.05855,0.00137432,0.00137432,0.00137432
160,90023.7,0.90497,0.46582,0.94154,0.87757,0.87305,0.93409,0.67016,1.07992,0.54703,1.04944,0.00137036,0.00137036,0.00137036
161,90525.2,0.90847,0.46316,0.9399,0.87726,0.90279,0.94471,0.67659,1.07694,0.50881,1.04174,0.0013664,0.0013664,0.0013664
162,91053.3,0.91492,0.48008,0.94088,0.8669,0.8797,0.92831,0.6556,1.09311,0.56376,1.05224,0.00136244,0.00136244,0.00136244
163,91557.9,0.91868,0.4626,0.94277,0.85957,0.89173,0.92981,0.66224,1.09461,0.55394,1.06128,0.00135848,0.00135848,0.00135848
164,92049.7,0.91751,0.45434,0.94047,0.88371,0.85701,0.92095,0.65788,1.10025,0.54452,1.06794,0.00135452,0.00135452,0.00135452
165,92605.2,0.90605,0.46199,0.94339,0.8809,0.87866,0.91536,0.64874,1.11734,0.54816,1.08561,0.00135056,0.00135056,0.00135056
166,93220,0.91754,0.46856,0.95073,0.85768,0.87519,0.91929,0.6456,1.10834,0.56842,1.08009,0.0013466,0.0013466,0.0013466
167,93703.4,0.91761,0.46976,0.94909,0.8893,0.88722,0.9411,0.66282,1.10392,0.52942,1.0702,0.00134264,0.00134264,0.00134264
168,94196.4,0.90939,0.47486,0.94806,0.88886,0.86589,0.93628,0.66983,1.10673,0.5465,1.06238,0.00133868,0.00133868,0.00133868
169,94927.8,0.89719,0.46583,0.93983,0.87201,0.90157,0.93432,0.66969,1.08812,0.53216,1.05769,0.00133472,0.00133472,0.00133472
170,95435.2,0.89432,0.45292,0.93521,0.87591,0.88098,0.92825,0.66726,1.09335,0.53813,1.05881,0.00133076,0.00133076,0.00133076
171,95895.2,0.89249,0.45587,0.92721,0.89965,0.87218,0.9302,0.66305,1.10374,0.52535,1.06913,0.0013268,0.0013268,0.0013268
172,96412,0.89264,0.46403,0.93545,0.88113,0.86466,0.92671,0.6657,1.10212,0.54372,1.06085,0.00132284,0.00132284,0.00132284
173,97007.8,0.88948,0.45204,0.93989,0.86868,0.87534,0.91998,0.65739,1.11035,0.55951,1.07576,0.00131888,0.00131888,0.00131888
174,97457.5,0.89809,0.46064,0.94196,0.85768,0.89774,0.92926,0.66459,1.10818,0.5281,1.06371,0.00131492,0.00131492,0.00131492
175,97923.4,0.88877,0.44488,0.93344,0.86605,0.88478,0.93291,0.66812,1.09436,0.53657,1.05253,0.00131096,0.00131096,0.00131096
176,98416.2,0.89499,0.45617,0.94019,0.89126,0.85047,0.92433,0.6566,1.09805,0.56055,1.06906,0.001307,0.001307,0.001307
177,98976.1,0.90031,0.45717,0.94031,0.89102,0.86466,0.92715,0.66306,1.1002,0.54263,1.06645,0.00130304,0.00130304,0.00130304
178,99466.9,0.88555,0.44913,0.93684,0.87681,0.86691,0.92179,0.65646,1.10867,0.57002,1.06854,0.00129908,0.00129908,0.00129908
179,99925.3,0.88666,0.44122,0.93744,0.87366,0.8782,0.91989,0.65737,1.11366,0.55986,1.07742,0.00129512,0.00129512,0.00129512
180,100364,0.87389,0.44741,0.93622,0.86299,0.88571,0.92387,0.66235,1.09471,0.55851,1.05064,0.00129116,0.00129116,0.00129116
181,100867,0.87483,0.44495,0.93686,0.87535,0.88705,0.93231,0.66065,1.09968,0.5381,1.0664,0.0012872,0.0012872,0.0012872
182,101392,0.89202,0.44774,0.93797,0.88295,0.88271,0.93272,0.6667,1.08705,0.54539,1.04969,0.00128324,0.00128324,0.00128324
183,101877,0.88319,0.4405,0.92647,0.87911,0.86385,0.92913,0.66845,1.08863,0.54776,1.05745,0.00127928,0.00127928,0.00127928
184,102367,0.8733,0.44007,0.92924,0.8879,0.84962,0.9305,0.66796,1.10214,0.54766,1.06605,0.00127532,0.00127532,0.00127532
185,102781,0.87669,0.45029,0.92949,0.87687,0.86746,0.92718,0.66294,1.10983,0.54357,1.0725,0.00127136,0.00127136,0.00127136
