epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,1611.65,0.98941,0.54548,0.92416,0.88988,0.83759,0.92339,0.66852,1.07491,0.5754,0.96749,0.00129116,0.00129116,0.00129116
181,1620.85,0.99354,0.5426,0.92659,0.86087,0.87463,0.92392,0.65673,1.08659,0.58514,0.9769,0.0012872,0.0012872,0.0012872
182,1629.87,1.00876,0.54516,0.92808,0.87108,0.88394,0.93198,0.66379,1.06687,0.57379,0.96819,0.00128324,0.00128324,0.00128324
183,1638.9,0.99652,0.53965,0.92044,0.86651,0.86875,0.92643,0.65399,1.11245,0.57886,0.9926,0.00127928,0.00127928,0.00127928
184,1647.98,0.99554,0.53875,0.91882,0.85177,0.8812,0.92661,0.65259,1.0979,0.59517,0.98233,0.00127532,0.00127532,0.00127532
185,1657.09,0.99362,0.54685,0.91846,0.87071,0.8782,0.92349,0.6562,1.09284,0.58001,0.98564,0.00127136,0.00127136,0.00127136
186,1666.38,1.00686,0.54635,0.9293,0.87023,0.86466,0.92493,0.66105,1.10091,0.58038,0.98661,0.0012674,0.0012674,0.0012674
187,1675.58,1.00842,0.54263,0.92638,0.84179,0.90526,0.9229,0.66827,1.07944,0.57087,0.97802,0.00126344,0.00126344,0.00126344
188,1684.81,1.00624,0.54804,0.92681,0.87384,0.86165,0.92316,0.65999,1.08604,0.58647,0.97501,0.00125948,0.00125948,0.00125948
189,1694.11,0.99197,0.54087,0.92217,0.84043,0.89497,0.92861,0.66222,1.0905,0.57904,0.97957,0.00125552,0.00125552,0.00125552
190,1703.33,0.97972,0.53404,0.91377,0.85887,0.87519,0.92311,0.65382,1.10347,0.58755,0.9863,0.00125156,0.00125156,0.00125156
191,1712.43,0.98311,0.53824,0.91384,0.87968,0.87519,0.91977,0.65902,1.09339,0.58184,0.98674,0.0012476,0.0012476,0.0012476
192,1722.33,0.99121,0.54391,0.92437,0.85795,0.87188,0.92127,0.65491,1.10266,0.57646,0.98735,0.00124364,0.00124364,0.00124364
193,1731.41,0.9854,0.53781,0.92248,0.87464,0.88271,0.92748,0.66137,1.10074,0.56717,0.9857,0.00123968,0.00123968,0.00123968
194,1740.71,0.98411,0.53625,0.91397,0.88231,0.85714,0.92842,0.66718,1.09235,0.57767,0.9825,0.00123572,0.00123572,0.00123572
195,1749.72,1.00361,0.54101,0.9246,0.88062,0.8652,0.92304,0.65525,1.08922,0.58507,0.98253,0.00123176,0.00123176,0.00123176
196,1758.77,0.98549,0.54048,0.92069,0.86587,0.86767,0.91797,0.6556,1.08692,0.59914,0.97627,0.0012278,0.0012278,0.0012278
197,1767.87,0.99793,0.54081,0.92178,0.89508,0.86316,0.92952,0.66526,1.08762,0.5887,0.97914,0.00122384,0.00122384,0.00122384
198,1776.96,0.99167,0.53769,0.91786,0.8676,0.8812,0.92192,0.65305,1.10086,0.58551,0.9895,0.00121988,0.00121988,0.00121988
199,1786.15,0.98867,0.52514,0.91717,0.87733,0.88187,0.93396,0.67451,1.07732,0.56989,0.97504,0.00121592,0.00121592,0.00121592
200,1795.35,0.9815,0.53144,0.91825,0.8914,0.86165,0.93146,0.66572,1.08483,0.57684,0.9756,0.00121196,0.00121196,0.00121196
201,1804.58,0.97642,0.52581,0.91938,0.86534,0.86165,0.92394,0.65624,1.1076,0.5983,0.99229,0.001208,0.001208,0.001208
202,1813.95,0.97998,0.53056,0.91258,0.87433,0.86466,0.92881,0.66693,1.09951,0.57445,0.98306,0.00120404,0.00120404,0.00120404
203,1823.07,0.99307,0.53344,0.92076,0.85705,0.87451,0.92414,0.65572,1.10743,0.59365,0.98506,0.00120008,0.00120008,0.00120008
204,1832.15,0.9786,0.52591,0.9189,0.86033,0.88923,0.93303,0.6689,1.08507,0.58035,0.97561,0.00119612,0.00119612,0.00119612
205,1841.23,0.98355,0.52826,0.91405,0.86693,0.88271,0.93044,0.6624,1.10105,0.57259,0.9896,0.00119216,0.00119216,0.00119216
206,1850.36,0.96959,0.62538,0.91312,0.85542,0.89864,0.92366,0.65471,1.09856,0.57973,0.99185,0.0011882,0.0011882,0.0011882
207,1859.54,0.99119,0.555,0.93967,0.85556,0.86015,0.92521,0.65354,1.10305,0.57866,0.99094,0.00118424,0.00118424,0.00118424
208,1868.76,0.96841,0.52187,0.91788,0.87523,0.89661,0.9289,0.65602,1.09362,0.57369,0.9811,0.00118028,0.00118028,0.00118028
209,1878.01,0.96932,0.5269,0.91656,0.87303,0.88923,0.93337,0.66261,1.10292,0.56958,0.98392,0.00117632,0.00117632,0.00117632
210,1887.38,0.9911,0.52381,0.92399,0.8731,0.87519,0.92159,0.65457,1.1012,0.57176,0.987,0.00117236,0.00117236,0.00117236
211,1896.54,0.97696,0.5467,0.92134,0.86192,0.89174,0.93015,0.65512,1.09592,0.58083,0.98536,0.0011684,0.0011684,0.0011684
212,1905.66,0.96943,0.51994,0.91583,0.86831,0.86265,0.92456,0.6564,1.09678,0.57557,0.98006,0.00116444,0.00116444,0.00116444
213,1914.72,0.96632,0.52047,0.914,0.87917,0.86316,0.92783,0.65849,1.09458,0.57294,0.9781,0.00116048,0.00116048,0.00116048
214,1923.84,0.99244,0.53779,0.92178,0.8662,0.87614,0.93067,0.65955,1.08215,0.57038,0.96725,0.00115652,0.00115652,0.00115652
215,1932.99,0.98029,0.52372,0.91901,0.89117,0.86199,0.9337,0.66635,1.08727,0.57463,0.97598,0.00115256,0.00115256,0.00115256
216,1942.19,0.96272,0.51733,0.9136,0.85059,0.88571,0.9301,0.66285,1.10247,0.57673,0.99352,0.0011486,0.0011486,0.0011486
217,1951.44,0.98681,0.52714,0.91605,0.87094,0.8812,0.9285,0.65744,1.10677,0.56339,0.99641,0.00114464,0.00114464,0.00114464
218,1960.93,0.96145,0.52082,0.91638,0.8718,0.87368,0.92748,0.6598,1.11293,0.57926,0.99742,0.00114068,0.00114068,0.00114068
219,1970,0.96896,0.5224,0.91133,0.88775,0.84361,0.92046,0.65317,1.1058,0.58622,0.99098,0.00113672,0.00113672,0.00113672
220,1979.11,0.97323,0.51968,0.9124,0.87912,0.86401,0.92304,0.65598,1.10399,0.58516,0.99857,0.00113276,0.00113276,0.00113276
221,1988.16,0.96275,0.52083,0.90931,0.89056,0.85865,0.92767,0.65353,1.09349,0.57638,0.98662,0.0011288,0.0011288,0.0011288
222,1997.29,0.96693,0.51502,0.91657,0.86833,0.88257,0.92022,0.65102,1.11195,0.57965,0.99712,0.00112484,0.00112484,0.00112484
223,2006.43,0.97074,0.51787,0.91915,0.84433,0.88571,0.91526,0.64585,1.10885,0.59055,0.99702,0.00112088,0.00112088,0.00112088
224,2015.65,0.96095,0.51403,0.90895,0.87153,0.8782,0.92355,0.65371,1.09748,0.57296,0.98045,0.00111692,0.00111692,0.00111692
225,2024.82,0.97229,0.52093,0.91552,0.87342,0.87068,0.92875,0.65708,1.09585,0.57378,0.98419,0.00111296,0.00111296,0.00111296
226,2034.1,0.98376,0.51635,0.92034,0.88065,0.87368,0.92803,0.66475,1.08409,0.56719,0.98535,0.001109,0.001109,0.001109
227,2043.15,0.97487,0.52085,0.91898,0.84145,0.90075,0.93051,0.67107,1.08089,0.56981,0.97583,0.00110504,0.00110504,0.00110504
228,2052.31,0.96388,0.51637,0.91267,0.89618,0.86967,0.93428,0.67166,1.08523,0.55322,0.97063,0.00110108,0.00110108,0.00110108
229,2061.48,0.95144,0.51151,0.90772,0.87927,0.88722,0.92591,0.66368,1.09601,0.56261,0.98131,0.00109712,0.00109712,0.00109712
230,2070.62,0.97084,0.51747,0.9163,0.88121,0.89245,0.9325,0.66968,1.10305,0.56175,0.9902,0.00109316,0.00109316,0.00109316
231,2079.71,0.96895,0.52679,0.92982,0.87381,0.86165,0.92355,0.66411,1.09958,0.57258,0.99326,0.0010892,0.0010892,0.0010892
232,2088.88,0.95214,0.50802,0.90423,0.86349,0.88571,0.91709,0.65956,1.09022,0.57366,0.9868,0.00108524,0.00108524,0.00108524
233,2098.24,0.96159,0.5197,0.91239,0.88038,0.87519,0.92493,0.66223,1.10192,0.56112,0.99362,0.00108128,0.00108128,0.00108128
234,2107.57,0.95805,0.50909,0.90883,0.87271,0.8782,0.92628,0.66435,1.0884,0.56643,0.97916,0.00107732,0.00107732,0.00107732
235,2116.7,0.95443,0.5048,0.91551,0.86309,0.86466,0.91749,0.65559,1.11765,0.57397,1.00557,0.00107336,0.00107336,0.00107336
236,2125.78,0.92536,0.52912,0.89912,0.8808,0.86672,0.92217,0.66111,1.09453,0.56685,0.98655,0.0010694,0.0010694,0.0010694
237,2134.91,0.95421,0.50923,0.91742,0.87468,0.8797,0.9221,0.66149,1.09624,0.56416,0.99018,0.00106544,0.00106544,0.00106544
238,2144.12,0.97116,0.51061,0.91534,0.8751,0.88501,0.92708,0.66319,1.09292,0.56662,0.98798,0.00106148,0.00106148,0.00106148
239,2153.35,0.95724,0.50247,0.91277,0.87653,0.88603,0.9261,0.66193,1.08678,0.56662,0.97809,0.00105752,0.00105752,0.00105752
240,2162.48,0.9627,0.50751,0.9125,0.86613,0.89323,0.93049,0.66963,1.09066,0.55945,0.98738,0.00105356,0.00105356,0.00105356
241,2171.83,0.94862,0.5058,0.91183,0.89601,0.86316,0.93088,0.67543,1.08509,0.56055,0.97998,0.0010496,0.0010496,0.0010496
242,2181.29,0.92841,0.49832,0.89322,0.86365,0.88722,0.92536,0.66734,1.0926,0.56192,0.98885,0.00104564,0.00104564,0.00104564
243,2190.32,0.96517,0.50857,0.9149,0.87073,0.88124,0.92521,0.66435,1.10255,0.56251,1.00045,0.00104168,0.00104168,0.00104168
244,2199.49,0.95006,0.50912,0.9071,0.84732,0.9013,0.92574,0.6638,1.09676,0.55432,0.98756,0.00103772,0.00103772,0.00103772
245,2208.77,0.95426,0.506,0.9118,0.86683,0.87669,0.91738,0.65232,1.10814,0.58129,0.99787,0.00103376,0.00103376,0.00103376
246,2217.9,0.96608,0.50992,0.92376,0.85994,0.8956,0.92614,0.66388,1.10293,0.56915,0.99252,0.0010298,0.0010298,0.0010298
247,2227.05,0.94483,0.50096,0.90938,0.85865,0.89774,0.92162,0.66218,1.1004,0.55626,0.98644,0.00102584,0.00102584,0.00102584
248,2236.36,0.95445,0.50408,0.90962,0.85957,0.88362,0.92434,0.65752,1.10818,0.5701,0.99341,0.00102188,0.00102188,0.00102188
249,2245.78,0.958,0.50701,0.91353,0.844,0.90376,0.92359,0.657,1.10133,0.56261,0.9945,0.00101792,0.00101792,0.00101792
250,2254.86,0.94357,0.49949,0.90574,0.86743,0.87368,0.92552,0.66124,1.09997,0.57028,0.99264,0.00101396,0.00101396,0.00101396
251,2263.92,0.95128,0.50498,0.9102,0.88903,0.86738,0.92953,0.66481,1.09219,0.56381,0.98186,0.00101,0.00101,0.00101
252,2273.09,0.94724,0.50462,0.90856,0.88657,0.85796,0.9267,0.65808,1.10761,0.56998,0.9913,0.00100604,0.00100604,0.00100604
253,2282.21,0.9599,0.51289,0.91494,0.88561,0.85263,0.92522,0.66225,1.10914,0.56572,1.00331,0.00100208,0.00100208,0.00100208
254,2291.46,0.94756,0.5127,0.91444,0.83431,0.90861,0.9269,0.65923,1.11423,0.5697,1.00326,0.00099812,0.00099812,0.00099812
255,2300.61,0.95089,0.51541,0.91236,0.85476,0.89624,0.92033,0.65879,1.12037,0.5568,1.00995,0.00099416,0.00099416,0.00099416
256,2309.83,0.94411,0.50191,0.91067,0.86816,0.86617,0.92359,0.6519,1.12144,0.56795,1.00715,0.0009902,0.0009902,0.0009902
257,2319.22,0.93181,0.48843,0.90065,0.83393,0.90615,0.9223,0.65931,1.12701,0.57415,1.01423,0.00098624,0.00098624,0.00098624
258,2328.39,0.94899,0.5005,0.90709,0.86485,0.88421,0.92879,0.65686,1.11809,0.56549,1.00594,0.00098228,0.00098228,0.00098228
259,2337.52,0.94027,0.49575,0.91041,0.8591,0.88023,0.92609,0.65854,1.1169,0.57295,1.00386,0.00097832,0.00097832,0.00097832
260,2346.72,0.94895,0.50403,0.91076,0.86367,0.89173,0.92996,0.65936,1.11293,0.57135,0.99331,0.00097436,0.00097436,0.00097436
261,2355.92,0.95157,0.50799,0.90873,0.8621,0.88421,0.92841,0.66075,1.11637,0.57383,0.99937,0.0009704,0.0009704,0.0009704
262,2365.1,0.92034,0.54933,0.89159,0.88327,0.87519,0.92575,0.65409,1.11771,0.58191,0.99946,0.00096644,0.00096644,0.00096644
263,2374.22,0.92875,0.48879,0.90223,0.88845,0.8782,0.92971,0.66107,1.11158,0.57149,1.0001,0.00096248,0.00096248,0.00096248
264,2383.61,0.94379,0.49502,0.90487,0.88408,0.88304,0.92646,0.65921,1.12393,0.57223,1.00329,0.00095852,0.00095852,0.00095852
265,2392.99,0.94459,0.49551,0.90365,0.86865,0.89506,0.92874,0.65431,1.12096,0.56848,0.99849,0.00095456,0.00095456,0.00095456
266,2402.04,0.91556,0.48359,0.89974,0.86695,0.8782,0.92584,0.65634,1.12104,0.56393,1.00143,0.0009506,0.0009506,0.0009506
267,2411.17,0.93094,0.49402,0.9026,0.84076,0.91308,0.92617,0.65979,1.11623,0.55978,0.99742,0.00094664,0.00094664,0.00094664
268,2420.29,0.93448,0.49284,0.90543,0.84347,0.91128,0.92481,0.66202,1.11402,0.56423,0.99549,0.00094268,0.00094268,0.00094268
269,2429.36,0.92591,0.48868,0.8987,0.86922,0.88872,0.92648,0.65678,1.1145,0.5595,0.99574,0.00093872,0.00093872,0.00093872
270,2438.64,0.93676,0.49373,0.90669,0.86321,0.8812,0.91958,0.65025,1.12242,0.57285,0.99889,0.00093476,0.00093476,0.00093476
271,2447.85,0.91491,0.54656,0.89442,0.88485,0.85506,0.92464,0.65975,1.10511,0.57358,0.99207,0.0009308,0.0009308,0.0009308
272,2457.2,0.9286,0.49594,0.90484,0.89246,0.86316,0.92125,0.6589,1.11636,0.56263,1.00192,0.00092684,0.00092684,0.00092684
273,2466.61,0.94268,0.50156,0.9119,0.85203,0.89183,0.91854,0.65532,1.10499,0.56943,0.99935,0.00092288,0.00092288,0.00092288
274,2475.84,0.94146,0.49488,0.90996,0.86871,0.8797,0.92671,0.65926,1.10382,0.57681,0.99712,0.00091892,0.00091892,0.00091892
275,2485.1,0.93982,0.49135,0.9103,0.88253,0.88271,0.92219,0.65635,1.10353,0.56684,0.99389,0.00091496,0.00091496,0.00091496
276,2494.29,0.93958,0.49756,0.90727,0.87649,0.8812,0.91736,0.65203,1.11801,0.56428,1.0004,0.000911,0.000911,0.000911
277,2503.38,0.92778,0.49199,0.90157,0.8684,0.89474,0.92312,0.65435,1.12132,0.56868,1.00336,0.00090704,0.00090704,0.00090704
278,2512.43,0.91738,0.48714,0.9029,0.88317,0.87529,0.9255,0.65719,1.11402,0.56406,1.00086,0.00090308,0.00090308,0.00090308
279,2521.54,0.9247,0.49025,0.90319,0.8716,0.88571,0.92345,0.65919,1.11344,0.56435,1.00274,0.00089912,0.00089912,0.00089912
280,2530.91,0.92049,0.488,0.90647,0.85664,0.89474,0.92881,0.6672,1.1077,0.5602,0.99553,0.00089516,0.00089516,0.00089516
281,2540.37,0.91919,0.4856,0.89748,0.8637,0.88872,0.92448,0.6614,1.12654,0.57112,1.01304,0.0008912,0.0008912,0.0008912
282,2549.5,0.93341,0.48462,0.90561,0.88576,0.86466,0.92704,0.66615,1.11181,0.56769,1.00582,0.00088724,0.00088724,0.00088724
283,2558.64,0.90702,0.48851,0.89786,0.85453,0.88271,0.92849,0.66552,1.11095,0.57296,1.00068,0.00088328,0.00088328,0.00088328
284,2567.86,0.92248,0.48688,0.89992,0.86979,0.8739,0.91846,0.65727,1.11288,0.56344,1.00206,0.00087932,0.00087932,0.00087932
285,2577.03,0.91685,0.48386,0.90123,0.86081,0.88421,0.91968,0.65714,1.11653,0.56463,1.00267,0.00087536,0.00087536,0.00087536
286,2586.29,0.93807,0.49656,0.90386,0.87137,0.88722,0.92426,0.65836,1.09739,0.5601,0.9951,0.0008714,0.0008714,0.0008714
287,2595.45,0.91193,0.48783,0.89404,0.88591,0.87669,0.91603,0.65435,1.1087,0.56304,1.00709,0.00086744,0.00086744,0.00086744
288,2604.99,0.90192,0.51121,0.89077,0.86956,0.87068,0.9182,0.6543,1.11992,0.57035,1.01065,0.00086348,0.00086348,0.00086348
289,2614.1,0.90881,0.49683,0.89941,0.8698,0.87397,0.91673,0.65196,1.12314,0.57171,1.01288,0.00085952,0.00085952,0.00085952
290,2623.15,0.90819,0.48449,0.90178,0.86643,0.86015,0.91452,0.65265,1.10861,0.57414,1.00058,0.00085556,0.00085556,0.00085556
291,2633.14,0.91376,0.48219,0.90307,0.87013,0.86644,0.91451,0.65543,1.10954,0.5688,0.99796,0.0008516,0.0008516,0.0008516
292,2642.3,0.92452,0.48196,0.90794,0.84213,0.89474,0.91709,0.65774,1.11504,0.57312,1.00139,0.00084764,0.00084764,0.00084764
293,2651.45,0.92636,0.48999,0.90671,0.88888,0.86015,0.92078,0.65527,1.11127,0.57013,1.00537,0.00084368,0.00084368,0.00084368
294,2660.59,0.92998,0.48892,0.90288,0.87028,0.89785,0.92184,0.65664,1.10856,0.55939,0.99864,0.00083972,0.00083972,0.00083972
295,2669.78,0.92505,0.49886,0.91115,0.86863,0.89323,0.92135,0.661,1.10094,0.55585,0.99935,0.00083576,0.00083576,0.00083576
296,2679.1,0.90807,0.4817,0.89623,0.87319,0.87368,0.91857,0.65707,1.10449,0.56884,0.99448,0.0008318,0.0008318,0.0008318
297,2688.19,0.9184,0.48503,0.90311,0.86714,0.88872,0.91803,0.65454,1.11218,0.57198,0.99778,0.00082784,0.00082784,0.00082784
298,2697.37,0.89832,0.47479,0.89898,0.86356,0.89023,0.91964,0.65855,1.11606,0.56127,1.00369,0.00082388,0.00082388,0.00082388
299,2706.41,0.89456,0.47179,0.89309,0.87934,0.87672,0.91831,0.65792,1.11249,0.55429,1.00228,0.00081992,0.00081992,0.00081992
300,2715.4,0.91516,0.48126,0.90265,0.86437,0.89023,0.9127,0.64822,1.12106,0.56755,1.00862,0.00081596,0.00081596,0.00081596
301,2724.55,0.90915,0.48859,0.90609,0.85871,0.8797,0.91037,0.64889,1.11562,0.57929,1.00573,0.000812,0.000812,0.000812
302,2733.69,0.9034,0.47604,0.9007,0.87397,0.88641,0.91084,0.64693,1.11245,0.57645,0.99745,0.00080804,0.00080804,0.00080804
303,2743.06,0.91256,0.47798,0.89499,0.85386,0.88737,0.90976,0.64892,1.11386,0.57191,1.00001,0.00080408,0.00080408,0.00080408
304,2752.33,0.91569,0.47679,0.89802,0.85311,0.88211,0.91068,0.65091,1.10733,0.57566,1.00013,0.00080012,0.00080012,0.00080012
305,2761.48,0.91041,0.47267,0.90546,0.88287,0.86015,0.90769,0.64948,1.10376,0.57705,0.99285,0.00079616,0.00079616,0.00079616
306,2770.69,0.91384,0.48427,0.90506,0.8695,0.8812,0.90883,0.64949,1.10417,0.57437,0.9895,0.0007922,0.0007922,0.0007922
307,2779.96,0.89341,0.46979,0.89603,0.86434,0.88146,0.9166,0.65179,1.10891,0.57441,0.99584,0.00078824,0.00078824,0.00078824
308,2789.1,0.92065,0.4866,0.89753,0.87429,0.87854,0.92061,0.65685,1.10926,0.57327,0.99843,0.00078428,0.00078428,0.00078428
309,2798.26,0.91086,0.4756,0.90126,0.88143,0.86917,0.91837,0.65622,1.09807,0.56867,0.9887,0.00078032,0.00078032,0.00078032
310,2807.94,0.88251,0.46831,0.88466,0.87911,0.86917,0.91763,0.64989,1.11673,0.58024,1.00143,0.00077636,0.00077636,0.00077636
311,2817.86,0.89927,0.47324,0.89942,0.87707,0.86917,0.91423,0.64799,1.12056,0.58067,1.00495,0.0007724,0.0007724,0.0007724
312,2827.17,0.90029,0.47396,0.89531,0.87108,0.87379,0.9201,0.65664,1.10986,0.56838,0.99761,0.00076844,0.00076844,0.00076844
313,2837.59,0.90462,0.47213,0.89408,0.87482,0.87223,0.92365,0.66019,1.10727,0.56608,0.99055,0.00076448,0.00076448,0.00076448
314,2848.16,0.89834,0.47175,0.90243,0.86561,0.88138,0.92646,0.66042,1.11208,0.55921,0.99179,0.00076052,0.00076052,0.00076052
315,2858.5,0.89562,0.47686,0.89678,0.88527,0.87519,0.93202,0.66456,1.10604,0.55918,0.98876,0.00075656,0.00075656,0.00075656
316,2869.05,0.88898,0.47466,0.8957,0.88226,0.86765,0.92608,0.66458,1.11203,0.56276,0.98876,0.0007526,0.0007526,0.0007526
317,2879.46,0.894,0.47082,0.89791,0.86588,0.8782,0.92146,0.65747,1.11533,0.56887,0.99235,0.00074864,0.00074864,0.00074864
318,2890.09,0.89371,0.47029,0.89796,0.86276,0.89624,0.9109,0.64755,1.11867,0.57173,0.99318,0.00074468,0.00074468,0.00074468
319,2900.58,0.89722,0.46803,0.89516,0.87699,0.89023,0.91556,0.65193,1.11496,0.55907,0.9963,0.00074072,0.00074072,0.00074072
320,2910.59,0.9198,0.49279,0.9105,0.87267,0.88629,0.92292,0.65713,1.10937,0.56013,0.99248,0.00073676,0.00073676,0.00073676
321,2920.86,0.88978,0.46356,0.89664,0.87781,0.88584,0.92109,0.65444,1.11917,0.56118,1.00175,0.0007328,0.0007328,0.0007328
322,2931.1,0.89048,0.47193,0.88915,0.87926,0.86617,0.92318,0.65402,1.12542,0.56849,1.00285,0.00072884,0.00072884,0.00072884
323,2941.17,0.88863,0.46387,0.89189,0.86977,0.88384,0.92147,0.65466,1.12142,0.56259,0.99889,0.00072488,0.00072488,0.00072488
324,2951.38,0.88466,0.46759,0.89904,0.8884,0.87068,0.91853,0.65309,1.11937,0.56597,1.00197,0.00072092,0.00072092,0.00072092
325,2961.55,0.8911,0.46713,0.89692,0.88619,0.87819,0.91972,0.65155,1.13277,0.57194,1.01189,0.00071696,0.00071696,0.00071696
326,2971.83,0.8826,0.46868,0.89304,0.88059,0.87669,0.92522,0.6572,1.11721,0.56898,0.99454,0.000713,0.000713,0.000713
327,2981.98,0.89735,0.47402,0.89616,0.86946,0.8714,0.91953,0.65308,1.11334,0.56908,0.99389,0.00070904,0.00070904,0.00070904
328,2992.16,0.88213,0.46493,0.89016,0.86147,0.88271,0.91436,0.65009,1.11328,0.57358,0.99358,0.00070508,0.00070508,0.00070508
329,3002.33,0.88753,0.46489,0.89312,0.86819,0.88154,0.91782,0.65722,1.10631,0.56403,0.98697,0.00070112,0.00070112,0.00070112
330,3012.48,0.88561,0.46976,0.89262,0.88024,0.87316,0.91946,0.65499,1.11348,0.56723,0.99534,0.00069716,0.00069716,0.00069716
331,3022.57,0.88828,0.46608,0.89509,0.87148,0.86673,0.91811,0.65937,1.11083,0.56508,0.99577,0.0006932,0.0006932,0.0006932
332,3032.73,0.89241,0.46882,0.89513,0.86956,0.88218,0.91967,0.65862,1.10869,0.56106,0.99739,0.00068924,0.00068924,0.00068924
333,3042.98,0.88625,0.48031,0.89775,0.89309,0.85414,0.92194,0.65921,1.10654,0.56093,0.99399,0.00068528,0.00068528,0.00068528
334,3053.31,0.8874,0.46421,0.89552,0.89135,0.85263,0.92155,0.65561,1.11565,0.56358,1.00121,0.00068132,0.00068132,0.00068132
335,3063.56,0.9071,0.47868,0.89896,0.88024,0.87316,0.92232,0.65927,1.12161,0.56674,1.00172,0.00067736,0.00067736,0.00067736
336,3073.71,0.87229,0.45901,0.89129,0.88925,0.85714,0.92541,0.6565,1.12729,0.56671,1.00487,0.0006734,0.0006734,0.0006734
337,3083.94,0.87058,0.47517,0.88972,0.873,0.86767,0.92011,0.65379,1.12887,0.57124,1.01033,0.00066944,0.00066944,0.00066944
338,3094.09,0.87819,0.45675,0.88975,0.88017,0.86617,0.92419,0.66165,1.11675,0.56556,0.99929,0.00066548,0.00066548,0.00066548
339,3104.4,0.87693,0.47435,0.90303,0.86566,0.89323,0.925,0.66393,1.11566,0.56213,0.99753,0.00066152,0.00066152,0.00066152
340,3114.6,0.87954,0.45262,0.88765,0.8552,0.90376,0.92491,0.66073,1.12007,0.56287,0.9964,0.00065756,0.00065756,0.00065756
341,3125.68,0.88025,0.46478,0.89594,0.84566,0.89323,0.92363,0.65927,1.11602,0.56981,0.98907,0.0006536,0.0006536,0.0006536
