epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,134.674,0.70567,1.07769,0.7065,0.908,0.79317,0.76812,0.81493,0.55982,0.79317,0.76812,0.815,0.49698,1.09034,2.02402,0.95519,1.1046,0.00098228,0.00098228,0.00098228
259,135.214,0.58756,0.70279,0.56413,0.88138,0.79317,0.76812,0.81493,0.55982,0.79317,0.76812,0.815,0.49698,1.09034,2.02402,0.95519,1.1046,0.00097832,0.00097832,0.00097832
260,135.696,0.6828,0.97584,0.60581,0.91312,0.82835,0.78261,0.80034,0.55878,0.82835,0.78261,0.79855,0.50592,1.07677,2.05385,0.96052,1.0896,0.00097436,0.00097436,0.00097436
261,136.167,0.75009,1.09964,0.61559,0.88483,0.82835,0.78261,0.80034,0.55878,0.82835,0.78261,0.79855,0.50592,1.07677,2.05385,0.96052,1.0896,0.0009704,0.0009704,0.0009704
262,136.628,0.5902,0.77314,0.58908,0.87804,0.82835,0.78261,0.80034,0.55878,0.82835,0.78261,0.79855,0.50592,1.07677,2.05385,0.96052,1.0896,0.00096644,0.00096644,0.00096644
263,137.102,0.5538,0.77275,0.55565,0.8885,0.82835,0.78261,0.80034,0.55878,0.82835,0.78261,0.79855,0.50592,1.07677,2.05385,0.96052,1.0896,0.00096248,0.00096248,0.00096248
264,137.593,0.58581,0.81506,0.55843,0.86462,0.81222,0.75227,0.78471,0.55804,0.81134,0.74799,0.77331,0.50652,1.06428,1.98409,1.02262,1.08734,0.00095852,0.00095852,0.00095852
265,138.064,0.59478,0.8244,0.58608,0.88585,0.81222,0.75227,0.78471,0.55804,0.81134,0.74799,0.77331,0.50652,1.06428,1.98409,1.02262,1.08734,0.00095456,0.00095456,0.00095456
266,138.533,0.66056,0.94638,0.57233,0.89784,0.81222,0.75227,0.78471,0.55804,0.81134,0.74799,0.77331,0.50652,1.06428,1.98409,1.02262,1.08734,0.0009506,0.0009506,0.0009506
267,138.952,0.59565,0.80578,0.69898,0.9066,0.81222,0.75227,0.78471,0.55804,0.81134,0.74799,0.77331,0.50652,1.06428,1.98409,1.02262,1.08734,0.00094664,0.00094664,0.00094664
268,139.415,0.63147,0.86859,0.59184,0.89288,0.80278,0.71014,0.77425,0.54942,0.80278,0.71014,0.76565,0.50318,1.06237,1.97288,1.06105,1.06817,0.00094268,0.00094268,0.00094268
269,139.884,0.54368,0.70244,0.56845,0.87804,0.80278,0.71014,0.77425,0.54942,0.80278,0.71014,0.76565,0.50318,1.06237,1.97288,1.06105,1.06817,0.00093872,0.00093872,0.00093872
270,140.348,0.63932,0.87741,0.58541,0.88632,0.80278,0.71014,0.77425,0.54942,0.80278,0.71014,0.76565,0.50318,1.06237,1.97288,1.06105,1.06817,0.00093476,0.00093476,0.00093476
271,140.806,0.59862,0.72773,0.55253,0.85635,0.80278,0.71014,0.77425,0.54942,0.80278,0.71014,0.76565,0.50318,1.06237,1.97288,1.06105,1.06817,0.0009308,0.0009308,0.0009308
272,141.262,0.61359,0.89255,0.58786,0.91356,0.65796,0.73913,0.74043,0.51455,0.6868,0.66738,0.73595,0.45218,1.05611,2.05512,1.11671,1.06044,0.00092684,0.00092684,0.00092684
273,141.693,0.58155,0.90892,0.58668,0.89117,0.65796,0.73913,0.74043,0.51455,0.6868,0.66738,0.73595,0.45218,1.05611,2.05512,1.11671,1.06044,0.00092288,0.00092288,0.00092288
274,142.145,0.68661,0.96364,0.64595,0.88109,0.65796,0.73913,0.74043,0.51455,0.6868,0.66738,0.73595,0.45218,1.05611,2.05512,1.11671,1.06044,0.00091892,0.00091892,0.00091892
275,142.597,0.64631,0.87718,0.65956,0.8754,0.65796,0.73913,0.74043,0.51455,0.6868,0.66738,0.73595,0.45218,1.05611,2.05512,1.11671,1.06044,0.00091496,0.00091496,0.00091496
276,143.049,0.68196,1.07399,0.623,0.97925,0.67243,0.68116,0.70768,0.49797,0.67243,0.68116,0.70977,0.41556,1.08651,2.20946,1.16264,1.07559,0.000911,0.000911,0.000911
277,143.495,0.60669,0.90979,0.604,0.87205,0.67243,0.68116,0.70768,0.49797,0.67243,0.68116,0.70977,0.41556,1.08651,2.20946,1.16264,1.07559,0.00090704,0.00090704,0.00090704
278,143.968,0.71766,1.10872,0.73376,0.8936,0.67243,0.68116,0.70768,0.49797,0.67243,0.68116,0.70977,0.41556,1.08651,2.20946,1.16264,1.07559,0.00090308,0.00090308,0.00090308
279,144.411,0.59673,0.84855,0.56664,0.89413,0.67243,0.68116,0.70768,0.49797,0.67243,0.68116,0.70977,0.41556,1.08651,2.20946,1.16264,1.07559,0.00089912,0.00089912,0.00089912
280,144.889,0.58421,0.71744,0.54365,0.85946,0.73946,0.68116,0.76004,0.5218,0.71216,0.71719,0.74753,0.4422,1.09456,2.18094,1.09899,1.09366,0.00089516,0.00089516,0.00089516
281,145.351,0.67432,0.99865,0.64558,0.85656,0.73946,0.68116,0.76004,0.5218,0.71216,0.71719,0.74753,0.4422,1.09456,2.18094,1.09899,1.09366,0.0008912,0.0008912,0.0008912
282,145.784,0.6458,0.82796,0.63232,0.92566,0.73946,0.68116,0.76004,0.5218,0.71216,0.71719,0.74753,0.4422,1.09456,2.18094,1.09899,1.09366,0.00088724,0.00088724,0.00088724
283,146.224,0.55907,0.72394,0.56642,0.87374,0.73946,0.68116,0.76004,0.5218,0.71216,0.71719,0.74753,0.4422,1.09456,2.18094,1.09899,1.09366,0.00088328,0.00088328,0.00088328
284,146.72,0.64821,0.89586,0.577,0.87918,0.75391,0.71014,0.79605,0.55134,0.75391,0.71014,0.79245,0.45269,1.07285,2.12073,1.03202,1.08159,0.00087932,0.00087932,0.00087932
285,147.229,0.60417,0.84279,0.61665,0.8547,0.75391,0.71014,0.79605,0.55134,0.75391,0.71014,0.79245,0.45269,1.07285,2.12073,1.03202,1.08159,0.00087536,0.00087536,0.00087536
286,147.707,0.61925,0.86054,0.57404,0.8643,0.75391,0.71014,0.79605,0.55134,0.75391,0.71014,0.79245,0.45269,1.07285,2.12073,1.03202,1.08159,0.0008714,0.0008714,0.0008714
287,148.138,0.6049,0.78665,0.60543,0.87751,0.75391,0.71014,0.79605,0.55134,0.75391,0.71014,0.79245,0.45269,1.07285,2.12073,1.03202,1.08159,0.00086744,0.00086744,0.00086744
288,148.629,0.55643,0.6978,0.53311,0.84334,0.68153,0.86957,0.79711,0.57076,0.68704,0.88406,0.80726,0.48401,1.05325,2.03753,1.0095,1.06699,0.00086348,0.00086348,0.00086348
289,149.135,0.57866,0.73255,0.54566,0.87309,0.68153,0.86957,0.79711,0.57076,0.68704,0.88406,0.80726,0.48401,1.05325,2.03753,1.0095,1.06699,0.00085952,0.00085952,0.00085952
290,149.628,0.69174,0.96999,0.6019,0.90632,0.68153,0.86957,0.79711,0.57076,0.68704,0.88406,0.80726,0.48401,1.05325,2.03753,1.0095,1.06699,0.00085556,0.00085556,0.00085556
291,150.099,0.55044,0.71705,0.54729,0.86766,0.68153,0.86957,0.79711,0.57076,0.68704,0.88406,0.80726,0.48401,1.05325,2.03753,1.0095,1.06699,0.0008516,0.0008516,0.0008516
292,150.724,0.63245,0.93548,0.57801,0.87779,0.73089,0.86599,0.81093,0.56454,0.72171,0.85507,0.80827,0.50092,1.04686,1.97053,1.02269,1.06859,0.00084764,0.00084764,0.00084764
293,151.3,0.59156,0.8054,0.5434,0.8647,0.73089,0.86599,0.81093,0.56454,0.72171,0.85507,0.80827,0.50092,1.04686,1.97053,1.02269,1.06859,0.00084368,0.00084368,0.00084368
294,151.798,0.59516,0.94524,0.57244,0.87932,0.73089,0.86599,0.81093,0.56454,0.72171,0.85507,0.80827,0.50092,1.04686,1.97053,1.02269,1.06859,0.00083972,0.00083972,0.00083972
295,152.463,0.64651,0.9178,0.6224,0.90574,0.73089,0.86599,0.81093,0.56454,0.72171,0.85507,0.80827,0.50092,1.04686,1.97053,1.02269,1.06859,0.00083576,0.00083576,0.00083576
296,153.015,0.60387,0.82569,0.56341,0.8548,0.68993,0.87071,0.79155,0.54758,0.69448,0.91304,0.79346,0.48727,1.07451,2.05387,1.03004,1.08349,0.0008318,0.0008318,0.0008318
297,153.7,0.75822,1.15914,0.61204,0.88009,0.68993,0.87071,0.79155,0.54758,0.69448,0.91304,0.79346,0.48727,1.07451,2.05387,1.03004,1.08349,0.00082784,0.00082784,0.00082784
298,154.359,0.54817,0.80099,0.55514,0.84876,0.68993,0.87071,0.79155,0.54758,0.69448,0.91304,0.79346,0.48727,1.07451,2.05387,1.03004,1.08349,0.00082388,0.00082388,0.00082388
299,155.034,0.60113,0.88097,0.6102,0.88273,0.68993,0.87071,0.79155,0.54758,0.69448,0.91304,0.79346,0.48727,1.07451,2.05387,1.03004,1.08349,0.00081992,0.00081992,0.00081992
300,155.609,0.64269,1.0296,0.5781,0.88323,0.70709,0.88406,0.77981,0.53487,0.6955,0.86957,0.77545,0.4684,1.10355,2.13318,1.04481,1.09748,0.00081596,0.00081596,0.00081596
301,156.297,0.52987,0.65352,0.50484,0.86444,0.70709,0.88406,0.77981,0.53487,0.6955,0.86957,0.77545,0.4684,1.10355,2.13318,1.04481,1.09748,0.000812,0.000812,0.000812
302,156.94,0.74117,1.199,0.60748,0.89069,0.70709,0.88406,0.77981,0.53487,0.6955,0.86957,0.77545,0.4684,1.10355,2.13318,1.04481,1.09748,0.00080804,0.00080804,0.00080804
303,157.676,0.59527,0.8397,0.57024,0.87226,0.70709,0.88406,0.77981,0.53487,0.6955,0.86957,0.77545,0.4684,1.10355,2.13318,1.04481,1.09748,0.00080408,0.00080408,0.00080408
304,158.202,0.64662,0.85768,0.58742,0.85034,0.71197,0.82398,0.75821,0.50927,0.68886,0.84058,0.74828,0.46614,1.12238,2.29469,1.06574,1.10014,0.00080012,0.00080012,0.00080012
305,158.918,0.62218,0.84855,0.58715,0.84455,0.71197,0.82398,0.75821,0.50927,0.68886,0.84058,0.74828,0.46614,1.12238,2.29469,1.06574,1.10014,0.00079616,0.00079616,0.00079616
306,159.375,0.61409,0.81136,0.59919,0.89713,0.71197,0.82398,0.75821,0.50927,0.68886,0.84058,0.74828,0.46614,1.12238,2.29469,1.06574,1.10014,0.0007922,0.0007922,0.0007922
307,159.821,0.58923,0.7621,0.54689,0.88199,0.71197,0.82398,0.75821,0.50927,0.68886,0.84058,0.74828,0.46614,1.12238,2.29469,1.06574,1.10014,0.00078824,0.00078824,0.00078824
308,160.302,0.68323,1.05405,0.6175,0.89249,0.7064,0.78261,0.72888,0.49877,0.72096,0.7971,0.7291,0.43493,1.12124,2.33561,1.08348,1.10354,0.00078428,0.00078428,0.00078428
309,160.724,0.56853,0.6957,0.58906,0.88404,0.7064,0.78261,0.72888,0.49877,0.72096,0.7971,0.7291,0.43493,1.12124,2.33561,1.08348,1.10354,0.00078032,0.00078032,0.00078032
310,161.168,0.65425,0.81366,0.59775,0.87229,0.7064,0.78261,0.72888,0.49877,0.72096,0.7971,0.7291,0.43493,1.12124,2.33561,1.08348,1.10354,0.00077636,0.00077636,0.00077636
311,161.631,0.67134,0.91407,0.56724,0.88102,0.7064,0.78261,0.72888,0.49877,0.72096,0.7971,0.7291,0.43493,1.12124,2.33561,1.08348,1.10354,0.0007724,0.0007724,0.0007724
312,162.088,0.57263,0.78492,0.52439,0.86869,0.68234,0.76812,0.72531,0.49115,0.67778,0.75362,0.70282,0.42068,1.10679,2.36573,1.0957,1.09937,0.00076844,0.00076844,0.00076844
313,162.551,0.56687,0.7599,0.55494,0.8361,0.68234,0.76812,0.72531,0.49115,0.67778,0.75362,0.70282,0.42068,1.10679,2.36573,1.0957,1.09937,0.00076448,0.00076448,0.00076448
314,162.981,0.66153,1.02306,0.55996,0.87099,0.68234,0.76812,0.72531,0.49115,0.67778,0.75362,0.70282,0.42068,1.10679,2.36573,1.0957,1.09937,0.00076052,0.00076052,0.00076052
315,163.462,0.53464,0.66252,0.53579,0.85916,0.68234,0.76812,0.72531,0.49115,0.67778,0.75362,0.70282,0.42068,1.10679,2.36573,1.0957,1.09937,0.00075656,0.00075656,0.00075656
316,163.936,0.63833,0.8115,0.5762,0.856,0.67228,0.76812,0.73073,0.49389,0.67228,0.76812,0.71152,0.42853,1.10567,2.27068,1.08638,1.10572,0.0007526,0.0007526,0.0007526
317,164.404,0.67904,1.01546,0.69387,0.87,0.67228,0.76812,0.73073,0.49389,0.67228,0.76812,0.71152,0.42853,1.10567,2.27068,1.08638,1.10572,0.00074864,0.00074864,0.00074864
318,164.831,0.57014,0.80422,0.59926,0.88044,0.67228,0.76812,0.73073,0.49389,0.67228,0.76812,0.71152,0.42853,1.10567,2.27068,1.08638,1.10572,0.00074468,0.00074468,0.00074468
319,165.297,0.56405,0.72398,0.52838,0.85407,0.67228,0.76812,0.73073,0.49389,0.67228,0.76812,0.71152,0.42853,1.10567,2.27068,1.08638,1.10572,0.00074072,0.00074072,0.00074072
320,165.763,0.6209,0.90614,0.62545,0.87056,0.67901,0.76644,0.76314,0.52278,0.69185,0.78094,0.73163,0.45613,1.09968,2.18139,1.06128,1.10444,0.00073676,0.00073676,0.00073676
321,166.224,0.5264,0.71075,0.51268,0.8292,0.67901,0.76644,0.76314,0.52278,0.69185,0.78094,0.73163,0.45613,1.09968,2.18139,1.06128,1.10444,0.0007328,0.0007328,0.0007328
322,166.716,0.5417,0.69457,0.53353,0.84625,0.67901,0.76644,0.76314,0.52278,0.69185,0.78094,0.73163,0.45613,1.09968,2.18139,1.06128,1.10444,0.00072884,0.00072884,0.00072884
323,167.195,0.76783,1.30288,0.65401,0.88487,0.67901,0.76644,0.76314,0.52278,0.69185,0.78094,0.73163,0.45613,1.09968,2.18139,1.06128,1.10444,0.00072488,0.00072488,0.00072488
324,167.682,0.72699,1.10219,0.64817,0.93687,0.72187,0.71014,0.76723,0.54381,0.68819,0.78261,0.74497,0.49615,1.09927,2.1131,1.0396,1.09819,0.00072092,0.00072092,0.00072092
325,168.14,0.57155,0.76452,0.53952,0.86636,0.72187,0.71014,0.76723,0.54381,0.68819,0.78261,0.74497,0.49615,1.09927,2.1131,1.0396,1.09819,0.00071696,0.00071696,0.00071696
326,168.58,0.60205,0.81913,0.57479,0.89874,0.72187,0.71014,0.76723,0.54381,0.68819,0.78261,0.74497,0.49615,1.09927,2.1131,1.0396,1.09819,0.000713,0.000713,0.000713
327,169.031,0.5182,0.65927,0.50984,0.83775,0.72187,0.71014,0.76723,0.54381,0.68819,0.78261,0.74497,0.49615,1.09927,2.1131,1.0396,1.09819,0.00070904,0.00070904,0.00070904
328,169.508,0.50718,0.65521,0.50766,0.83396,0.68025,0.77083,0.77679,0.57254,0.69378,0.7881,0.76791,0.51017,1.08191,2.09124,1.03689,1.08743,0.00070508,0.00070508,0.00070508
329,169.998,0.63742,0.88362,0.57921,0.85698,0.68025,0.77083,0.77679,0.57254,0.69378,0.7881,0.76791,0.51017,1.08191,2.09124,1.03689,1.08743,0.00070112,0.00070112,0.00070112
330,170.475,0.61381,0.87215,0.60431,0.83544,0.68025,0.77083,0.77679,0.57254,0.69378,0.7881,0.76791,0.51017,1.08191,2.09124,1.03689,1.08743,0.00069716,0.00069716,0.00069716
331,170.938,0.51005,0.6205,0.51123,0.85149,0.68025,0.77083,0.77679,0.57254,0.69378,0.7881,0.76791,0.51017,1.08191,2.09124,1.03689,1.08743,0.0006932,0.0006932,0.0006932
332,171.423,0.57316,0.73761,0.5567,0.89284,0.76017,0.73504,0.793,0.5756,0.76091,0.73801,0.79227,0.52647,1.07076,2.0177,0.99768,1.07512,0.00068924,0.00068924,0.00068924
333,171.945,0.69024,1.20144,0.59526,0.86049,0.76017,0.73504,0.793,0.5756,0.76091,0.73801,0.79227,0.52647,1.07076,2.0177,0.99768,1.07512,0.00068528,0.00068528,0.00068528
334,172.464,0.5561,0.851,0.5175,0.84064,0.76017,0.73504,0.793,0.5756,0.76091,0.73801,0.79227,0.52647,1.07076,2.0177,0.99768,1.07512,0.00068132,0.00068132,0.00068132
335,173.008,0.55652,0.75459,0.51384,0.83912,0.76017,0.73504,0.793,0.5756,0.76091,0.73801,0.79227,0.52647,1.07076,2.0177,0.99768,1.07512,0.00067736,0.00067736,0.00067736
336,173.628,0.52978,0.85841,0.54725,0.87975,0.83612,0.69565,0.80719,0.58053,0.74819,0.78261,0.80481,0.51833,1.08416,1.959,0.96873,1.08033,0.0006734,0.0006734,0.0006734
337,174.079,0.59576,0.78511,0.57048,0.83127,0.83612,0.69565,0.80719,0.58053,0.74819,0.78261,0.80481,0.51833,1.08416,1.959,0.96873,1.08033,0.00066944,0.00066944,0.00066944
338,174.545,0.48339,0.66017,0.51057,0.84357,0.83612,0.69565,0.80719,0.58053,0.74819,0.78261,0.80481,0.51833,1.08416,1.959,0.96873,1.08033,0.00066548,0.00066548,0.00066548
339,175.049,0.67359,1.09052,0.58248,0.8891,0.83612,0.69565,0.80719,0.58053,0.74819,0.78261,0.80481,0.51833,1.08416,1.959,0.96873,1.08033,0.00066152,0.00066152,0.00066152
340,175.523,0.58363,0.78608,0.57181,0.84981,0.78225,0.72893,0.80906,0.58173,0.81531,0.70381,0.80386,0.52016,1.09624,1.94415,0.96511,1.08605,0.00065756,0.00065756,0.00065756
341,176.035,0.62993,0.96038,0.5846,0.90399,0.78225,0.72893,0.80906,0.58173,0.81531,0.70381,0.80386,0.52016,1.09624,1.94415,0.96511,1.08605,0.0006536,0.0006536,0.0006536
342,176.599,0.59411,0.8625,0.61093,0.86148,0.78225,0.72893,0.80906,0.58173,0.81531,0.70381,0.80386,0.52016,1.09624,1.94415,0.96511,1.08605,0.00064964,0.00064964,0.00064964
343,177.103,0.50744,0.70299,0.53571,0.86396,0.78225,0.72893,0.80906,0.58173,0.81531,0.70381,0.80386,0.52016,1.09624,1.94415,0.96511,1.08605,0.00064568,0.00064568,0.00064568
344,177.676,0.58184,0.75892,0.5694,0.8776,0.83943,0.71014,0.81394,0.5893,0.73949,0.78261,0.8136,0.52768,1.06778,1.93881,0.94203,1.07366,0.00064172,0.00064172,0.00064172
345,178.218,0.59656,0.8912,0.52741,0.85433,0.83943,0.71014,0.81394,0.5893,0.73949,0.78261,0.8136,0.52768,1.06778,1.93881,0.94203,1.07366,0.00063776,0.00063776,0.00063776
346,178.749,0.55311,0.70505,0.52434,0.85276,0.83943,0.71014,0.81394,0.5893,0.73949,0.78261,0.8136,0.52768,1.06778,1.93881,0.94203,1.07366,0.0006338,0.0006338,0.0006338
347,179.283,0.66786,0.89401,0.59257,0.86635,0.83943,0.71014,0.81394,0.5893,0.73949,0.78261,0.8136,0.52768,1.06778,1.93881,0.94203,1.07366,0.00062984,0.00062984,0.00062984
348,179.837,0.5423,0.71961,0.51409,0.85678,0.80681,0.71014,0.81503,0.58614,0.80681,0.71014,0.80286,0.52289,1.05277,1.9978,0.94565,1.06933,0.00062588,0.00062588,0.00062588
349,180.27,0.54498,0.67823,0.49762,0.87324,0.80681,0.71014,0.81503,0.58614,0.80681,0.71014,0.80286,0.52289,1.05277,1.9978,0.94565,1.06933,0.00062192,0.00062192,0.00062192
350,180.76,0.57169,0.80152,0.56634,0.89703,0.80681,0.71014,0.81503,0.58614,0.80681,0.71014,0.80286,0.52289,1.05277,1.9978,0.94565,1.06933,0.00061796,0.00061796,0.00061796
351,181.208,0.64661,0.91466,0.56222,0.84245,0.80681,0.71014,0.81503,0.58614,0.80681,0.71014,0.80286,0.52289,1.05277,1.9978,0.94565,1.06933,0.000614,0.000614,0.000614
352,181.718,0.54915,0.77413,0.56888,0.86409,0.80768,0.73041,0.81497,0.58699,0.80768,0.73041,0.80432,0.52338,1.05201,2.06937,0.94662,1.07537,0.00061004,0.00061004,0.00061004
353,182.51,0.60355,0.81216,0.53969,0.87996,0.80768,0.73041,0.81497,0.58699,0.80768,0.73041,0.80432,0.52338,1.05201,2.06937,0.94662,1.07537,0.00060608,0.00060608,0.00060608
354,183.016,0.53731,0.7404,0.51625,0.82406,0.80768,0.73041,0.81497,0.58699,0.80768,0.73041,0.80432,0.52338,1.05201,2.06937,0.94662,1.07537,0.00060212,0.00060212,0.00060212
355,183.486,0.58753,0.85378,0.54317,0.88071,0.80768,0.73041,0.81497,0.58699,0.80768,0.73041,0.80432,0.52338,1.05201,2.06937,0.94662,1.07537,0.00059816,0.00059816,0.00059816
356,183.937,0.58322,0.89479,0.55092,0.89332,0.82228,0.73764,0.81406,0.59448,0.82228,0.73764,0.80412,0.5034,1.04767,2.12538,0.95079,1.07332,0.0005942,0.0005942,0.0005942
357,184.424,0.52111,0.70046,0.51818,0.85242,0.82228,0.73764,0.81406,0.59448,0.82228,0.73764,0.80412,0.5034,1.04767,2.12538,0.95079,1.07332,0.00059024,0.00059024,0.00059024
358,184.87,0.53003,0.67737,0.48528,0.84217,0.82228,0.73764,0.81406,0.59448,0.82228,0.73764,0.80412,0.5034,1.04767,2.12538,0.95079,1.07332,0.00058628,0.00058628,0.00058628
359,185.34,0.55765,0.77124,0.54309,0.8639,0.82228,0.73764,0.81406,0.59448,0.82228,0.73764,0.80412,0.5034,1.04767,2.12538,0.95079,1.07332,0.00058232,0.00058232,0.00058232
360,185.814,0.52989,0.71236,0.49871,0.83854,0.83551,0.73619,0.8002,0.58615,0.83551,0.73619,0.80518,0.50304,1.05657,2.11433,0.95818,1.08182,0.00057836,0.00057836,0.00057836
361,186.259,0.59825,0.89748,0.55968,0.87842,0.83551,0.73619,0.8002,0.58615,0.83551,0.73619,0.80518,0.50304,1.05657,2.11433,0.95818,1.08182,0.0005744,0.0005744,0.0005744
362,186.738,0.71463,1.11795,0.60695,0.88168,0.83551,0.73619,0.8002,0.58615,0.83551,0.73619,0.80518,0.50304,1.05657,2.11433,0.95818,1.08182,0.00057044,0.00057044,0.00057044
363,187.188,0.6711,1.04147,0.58484,0.84852,0.83551,0.73619,0.8002,0.58615,0.83551,0.73619,0.80518,0.50304,1.05657,2.11433,0.95818,1.08182,0.00056648,0.00056648,0.00056648
364,187.759,0.59085,0.76671,0.55526,0.84589,0.85518,0.71014,0.79092,0.57988,0.8529,0.71014,0.79248,0.49957,1.04878,2.13132,0.97702,1.07426,0.00056252,0.00056252,0.00056252
365,188.244,0.5654,0.81644,0.51033,0.87602,0.85518,0.71014,0.79092,0.57988,0.8529,0.71014,0.79248,0.49957,1.04878,2.13132,0.97702,1.07426,0.00055856,0.00055856,0.00055856
366,188.678,0.50188,0.64214,0.48504,0.85718,0.85518,0.71014,0.79092,0.57988,0.8529,0.71014,0.79248,0.49957,1.04878,2.13132,0.97702,1.07426,0.0005546,0.0005546,0.0005546
367,189.13,0.55268,0.77069,0.50748,0.85829,0.85518,0.71014,0.79092,0.57988,0.8529,0.71014,0.79248,0.49957,1.04878,2.13132,0.97702,1.07426,0.00055064,0.00055064,0.00055064
368,189.588,0.56835,0.84698,0.55269,0.87898,0.83354,0.71014,0.78833,0.56843,0.82489,0.71014,0.78317,0.48585,1.085,2.19185,0.99974,1.0876,0.00054668,0.00054668,0.00054668
369,190.044,0.61342,0.97327,0.5605,0.85406,0.83354,0.71014,0.78833,0.56843,0.82489,0.71014,0.78317,0.48585,1.085,2.19185,0.99974,1.0876,0.00054272,0.00054272,0.00054272
370,190.488,0.47946,0.52683,0.47316,0.8364,0.83354,0.71014,0.78833,0.56843,0.82489,0.71014,0.78317,0.48585,1.085,2.19185,0.99974,1.0876,0.00053876,0.00053876,0.00053876
371,190.947,0.57933,0.74211,0.51985,0.82593,0.83354,0.71014,0.78833,0.56843,0.82489,0.71014,0.78317,0.48585,1.085,2.19185,0.99974,1.0876,0.0005348,0.0005348,0.0005348
372,191.403,0.61817,0.85335,0.53892,0.85541,0.8544,0.71014,0.79693,0.57677,0.80718,0.71014,0.79428,0.50867,1.0947,2.19059,0.99743,1.10007,0.00053084,0.00053084,0.00053084
373,191.874,0.58908,0.89305,0.52777,0.8665,0.8544,0.71014,0.79693,0.57677,0.80718,0.71014,0.79428,0.50867,1.0947,2.19059,0.99743,1.10007,0.00052688,0.00052688,0.00052688
374,192.352,0.56337,0.79581,0.53151,0.8342,0.8544,0.71014,0.79693,0.57677,0.80718,0.71014,0.79428,0.50867,1.0947,2.19059,0.99743,1.10007,0.00052292,0.00052292,0.00052292
375,192.825,0.58483,0.85911,0.55819,0.8436,0.8544,0.71014,0.79693,0.57677,0.80718,0.71014,0.79428,0.50867,1.0947,2.19059,0.99743,1.10007,0.00051896,0.00051896,0.00051896
376,193.33,0.56429,0.78274,0.54286,0.83702,0.77521,0.76812,0.79875,0.57981,0.77156,0.73913,0.77751,0.5042,1.05625,2.1109,1.0011,1.08689,0.000515,0.000515,0.000515
377,193.806,0.58781,0.86108,0.548,0.85448,0.77521,0.76812,0.79875,0.57981,0.77156,0.73913,0.77751,0.5042,1.05625,2.1109,1.0011,1.08689,0.00051104,0.00051104,0.00051104
378,194.31,0.56897,0.7357,0.65099,0.84109,0.77521,0.76812,0.79875,0.57981,0.77156,0.73913,0.77751,0.5042,1.05625,2.1109,1.0011,1.08689,0.00050708,0.00050708,0.00050708
379,194.776,0.56174,0.83851,0.51172,0.82991,0.77521,0.76812,0.79875,0.57981,0.77156,0.73913,0.77751,0.5042,1.05625,2.1109,1.0011,1.08689,0.00050312,0.00050312,0.00050312
380,195.257,0.53415,0.61886,0.52075,0.87588,0.75378,0.75429,0.78808,0.57348,0.77765,0.75362,0.77548,0.51434,1.0337,2.05169,1.01394,1.08044,0.00049916,0.00049916,0.00049916
381,195.745,0.55522,0.80329,0.51146,0.84308,0.75378,0.75429,0.78808,0.57348,0.77765,0.75362,0.77548,0.51434,1.0337,2.05169,1.01394,1.08044,0.0004952,0.0004952,0.0004952
382,196.192,0.45491,0.59304,0.47289,0.83963,0.75378,0.75429,0.78808,0.57348,0.77765,0.75362,0.77548,0.51434,1.0337,2.05169,1.01394,1.08044,0.00049124,0.00049124,0.00049124
383,196.679,0.49632,0.61857,0.48408,0.84378,0.75378,0.75429,0.78808,0.57348,0.77765,0.75362,0.77548,0.51434,1.0337,2.05169,1.01394,1.08044,0.00048728,0.00048728,0.00048728
384,197.167,0.66531,1.15254,0.54514,0.86447,0.74289,0.75375,0.78285,0.57801,0.77382,0.73913,0.77025,0.50449,1.01235,2.10044,1.0289,1.07336,0.00048332,0.00048332,0.00048332
385,197.652,0.52342,0.69881,0.50202,0.85232,0.74289,0.75375,0.78285,0.57801,0.77382,0.73913,0.77025,0.50449,1.01235,2.10044,1.0289,1.07336,0.00047936,0.00047936,0.00047936
386,198.117,0.4963,0.75451,0.56535,0.89577,0.74289,0.75375,0.78285,0.57801,0.77382,0.73913,0.77025,0.50449,1.01235,2.10044,1.0289,1.07336,0.0004754,0.0004754,0.0004754
387,198.594,0.55897,0.67517,0.53404,0.8296,0.74289,0.75375,0.78285,0.57801,0.77382,0.73913,0.77025,0.50449,1.01235,2.10044,1.0289,1.07336,0.00047144,0.00047144,0.00047144
388,199.103,0.49584,0.72369,0.51231,0.85313,0.81423,0.69878,0.78402,0.57659,0.77921,0.72464,0.77491,0.49645,1.01333,2.15697,1.02066,1.07667,0.00046748,0.00046748,0.00046748
389,199.573,0.56051,0.74852,0.51831,0.85743,0.81423,0.69878,0.78402,0.57659,0.77921,0.72464,0.77491,0.49645,1.01333,2.15697,1.02066,1.07667,0.00046352,0.00046352,0.00046352
390,200.061,0.5204,0.66985,0.50264,0.8504,0.81423,0.69878,0.78402,0.57659,0.77921,0.72464,0.77491,0.49645,1.01333,2.15697,1.02066,1.07667,0.00045956,0.00045956,0.00045956
