epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,65.2895,0.90626,1.31735,0.77812,0.94937,0.54902,0.62319,0.5483,0.31763,0.47429,0.54918,0.45179,0.20953,1.40554,3.84121,1.67108,1.26252,0.001505,0.001505,0.001505
127,65.8585,0.84812,1.22855,0.80602,0.94084,0.54902,0.62319,0.5483,0.31763,0.47429,0.54918,0.45179,0.20953,1.40554,3.84121,1.67108,1.26252,0.00150104,0.00150104,0.00150104
128,66.2895,0.79346,1.00371,0.86827,0.99653,0.48657,0.7971,0.5982,0.32784,0.43989,0.72464,0.49728,0.19948,1.45134,3.92972,1.58165,1.241,0.00149708,0.00149708,0.00149708
129,66.7448,0.84868,1.16577,0.79233,0.93948,0.48657,0.7971,0.5982,0.32784,0.43989,0.72464,0.49728,0.19948,1.45134,3.92972,1.58165,1.241,0.00149312,0.00149312,0.00149312
130,67.2,0.88416,1.4062,0.79124,0.96023,0.48657,0.7971,0.5982,0.32784,0.43989,0.72464,0.49728,0.19948,1.45134,3.92972,1.58165,1.241,0.00148916,0.00148916,0.00148916
131,67.6442,0.77632,0.98396,0.81449,0.956,0.48657,0.7971,0.5982,0.32784,0.43989,0.72464,0.49728,0.19948,1.45134,3.92972,1.58165,1.241,0.0014852,0.0014852,0.0014852
132,68.1535,0.78629,1.09882,0.71659,0.91025,0.64517,0.68116,0.69123,0.42626,0.56295,0.68116,0.61483,0.32805,1.31473,3.11551,1.33013,1.16473,0.00148124,0.00148124,0.00148124
133,68.6887,0.80368,1.09702,0.70787,0.93284,0.64517,0.68116,0.69123,0.42626,0.56295,0.68116,0.61483,0.32805,1.31473,3.11551,1.33013,1.16473,0.00147728,0.00147728,0.00147728
134,69.3049,0.80795,1.14133,0.74849,0.94707,0.64517,0.68116,0.69123,0.42626,0.56295,0.68116,0.61483,0.32805,1.31473,3.11551,1.33013,1.16473,0.00147332,0.00147332,0.00147332
135,69.9015,0.83199,1.26633,0.83036,0.93823,0.64517,0.68116,0.69123,0.42626,0.56295,0.68116,0.61483,0.32805,1.31473,3.11551,1.33013,1.16473,0.00146936,0.00146936,0.00146936
136,70.4725,1.07095,1.8088,0.86049,1.01809,0.79385,0.71014,0.76382,0.44338,0.69664,0.62319,0.61042,0.35034,1.32867,2.99939,1.22136,1.19138,0.0014654,0.0014654,0.0014654
137,71.011,0.78298,1.16485,0.74131,0.91002,0.79385,0.71014,0.76382,0.44338,0.69664,0.62319,0.61042,0.35034,1.32867,2.99939,1.22136,1.19138,0.00146144,0.00146144,0.00146144
138,71.5274,0.82836,1.11651,0.74641,0.92839,0.79385,0.71014,0.76382,0.44338,0.69664,0.62319,0.61042,0.35034,1.32867,2.99939,1.22136,1.19138,0.00145748,0.00145748,0.00145748
139,72.0375,0.87932,1.52995,0.77645,0.93791,0.79385,0.71014,0.76382,0.44338,0.69664,0.62319,0.61042,0.35034,1.32867,2.99939,1.22136,1.19138,0.00145352,0.00145352,0.00145352
140,72.585,0.85775,1.29839,0.75124,0.96897,0.74541,0.78261,0.77217,0.44082,0.70598,0.73913,0.69675,0.38635,1.36418,2.87998,1.20482,1.21837,0.00144956,0.00144956,0.00144956
141,73.1014,0.85835,1.27103,0.79725,0.96422,0.74541,0.78261,0.77217,0.44082,0.70598,0.73913,0.69675,0.38635,1.36418,2.87998,1.20482,1.21837,0.0014456,0.0014456,0.0014456
142,73.6194,0.8441,1.40704,0.81651,0.95207,0.74541,0.78261,0.77217,0.44082,0.70598,0.73913,0.69675,0.38635,1.36418,2.87998,1.20482,1.21837,0.00144164,0.00144164,0.00144164
143,74.1482,0.80432,1.19479,0.73849,0.91848,0.74541,0.78261,0.77217,0.44082,0.70598,0.73913,0.69675,0.38635,1.36418,2.87998,1.20482,1.21837,0.00143768,0.00143768,0.00143768
144,74.7196,0.83595,1.33452,0.70958,0.92635,0.7738,0.64456,0.74658,0.4397,0.75528,0.6087,0.70745,0.38412,1.28029,2.69801,1.26494,1.18941,0.00143372,0.00143372,0.00143372
145,75.184,0.90835,1.39521,0.74931,0.93972,0.7738,0.64456,0.74658,0.4397,0.75528,0.6087,0.70745,0.38412,1.28029,2.69801,1.26494,1.18941,0.00142976,0.00142976,0.00142976
146,75.6358,0.76847,1.13679,0.71527,0.93795,0.7738,0.64456,0.74658,0.4397,0.75528,0.6087,0.70745,0.38412,1.28029,2.69801,1.26494,1.18941,0.0014258,0.0014258,0.0014258
147,76.06,0.74644,0.89576,0.98526,0.99356,0.7738,0.64456,0.74658,0.4397,0.75528,0.6087,0.70745,0.38412,1.28029,2.69801,1.26494,1.18941,0.00142184,0.00142184,0.00142184
148,76.5129,0.82797,1.34104,0.80033,0.91289,0.60168,0.68116,0.69217,0.39226,0.65892,0.57971,0.63564,0.33412,1.35352,2.80338,1.3778,1.24469,0.00141788,0.00141788,0.00141788
149,76.9749,0.79104,1.21177,0.72666,0.94189,0.60168,0.68116,0.69217,0.39226,0.65892,0.57971,0.63564,0.33412,1.35352,2.80338,1.3778,1.24469,0.00141392,0.00141392,0.00141392
150,77.4211,0.72097,0.93467,0.66598,0.92006,0.60168,0.68116,0.69217,0.39226,0.65892,0.57971,0.63564,0.33412,1.35352,2.80338,1.3778,1.24469,0.00140996,0.00140996,0.00140996
151,77.961,0.78411,1.09314,0.73969,0.9309,0.60168,0.68116,0.69217,0.39226,0.65892,0.57971,0.63564,0.33412,1.35352,2.80338,1.3778,1.24469,0.001406,0.001406,0.001406
152,78.6981,0.82054,1.17526,0.72466,0.92712,0.60994,0.70259,0.66063,0.38589,0.67018,0.6087,0.61429,0.3344,1.32557,2.71773,1.39297,1.23032,0.00140204,0.00140204,0.00140204
153,79.3425,0.81828,1.14591,0.75032,0.91924,0.60994,0.70259,0.66063,0.38589,0.67018,0.6087,0.61429,0.3344,1.32557,2.71773,1.39297,1.23032,0.00139808,0.00139808,0.00139808
154,80.0197,0.74477,0.91848,0.69597,0.91773,0.60994,0.70259,0.66063,0.38589,0.67018,0.6087,0.61429,0.3344,1.32557,2.71773,1.39297,1.23032,0.00139412,0.00139412,0.00139412
155,80.7107,0.9024,1.34506,0.76937,0.93852,0.60994,0.70259,0.66063,0.38589,0.67018,0.6087,0.61429,0.3344,1.32557,2.71773,1.39297,1.23032,0.00139016,0.00139016,0.00139016
156,81.4158,0.75184,1.02478,0.71624,0.93175,0.67733,0.69565,0.70547,0.45511,0.6914,0.64943,0.67181,0.39051,1.23229,2.55862,1.32042,1.16381,0.0013862,0.0013862,0.0013862
157,82.4164,0.79641,1.02553,0.76378,0.97012,0.67733,0.69565,0.70547,0.45511,0.6914,0.64943,0.67181,0.39051,1.23229,2.55862,1.32042,1.16381,0.00138224,0.00138224,0.00138224
158,83.4221,0.75854,1.03882,0.68086,0.91544,0.67733,0.69565,0.70547,0.45511,0.6914,0.64943,0.67181,0.39051,1.23229,2.55862,1.32042,1.16381,0.00137828,0.00137828,0.00137828
159,84.2854,0.78535,1.13768,0.71323,0.93446,0.67733,0.69565,0.70547,0.45511,0.6914,0.64943,0.67181,0.39051,1.23229,2.55862,1.32042,1.16381,0.00137432,0.00137432,0.00137432
160,85.25,0.67646,0.93264,0.65831,0.93023,0.7888,0.66667,0.7506,0.50955,0.7888,0.66667,0.73603,0.42012,1.14549,2.44939,1.19479,1.12579,0.00137036,0.00137036,0.00137036
161,86.0771,0.77704,1.17346,0.71724,0.93594,0.7888,0.66667,0.7506,0.50955,0.7888,0.66667,0.73603,0.42012,1.14549,2.44939,1.19479,1.12579,0.0013664,0.0013664,0.0013664
162,87.1036,0.74782,1.04757,0.69211,0.96003,0.7888,0.66667,0.7506,0.50955,0.7888,0.66667,0.73603,0.42012,1.14549,2.44939,1.19479,1.12579,0.00136244,0.00136244,0.00136244
163,88.038,0.82137,1.28511,0.70603,0.94037,0.7888,0.66667,0.7506,0.50955,0.7888,0.66667,0.73603,0.42012,1.14549,2.44939,1.19479,1.12579,0.00135848,0.00135848,0.00135848
164,88.8498,0.80603,1.10454,0.71052,0.91679,0.71099,0.75362,0.76372,0.51855,0.77355,0.64365,0.73132,0.42051,1.15357,2.47288,1.16336,1.11609,0.00135452,0.00135452,0.00135452
165,89.3755,0.8049,1.24719,0.75207,0.96029,0.71099,0.75362,0.76372,0.51855,0.77355,0.64365,0.73132,0.42051,1.15357,2.47288,1.16336,1.11609,0.00135056,0.00135056,0.00135056
166,89.9847,0.80377,1.28189,0.78895,0.90634,0.71099,0.75362,0.76372,0.51855,0.77355,0.64365,0.73132,0.42051,1.15357,2.47288,1.16336,1.11609,0.0013466,0.0013466,0.0013466
167,90.5152,0.74164,1.03224,0.71466,0.94899,0.71099,0.75362,0.76372,0.51855,0.77355,0.64365,0.73132,0.42051,1.15357,2.47288,1.16336,1.11609,0.00134264,0.00134264,0.00134264
168,91.0565,0.81013,1.3004,0.7315,0.97666,0.71025,0.75362,0.75836,0.50072,0.70361,0.72251,0.72909,0.44338,1.25033,2.41753,1.17356,1.14717,0.00133868,0.00133868,0.00133868
169,91.5995,0.74964,1.0896,0.66605,0.87629,0.71025,0.75362,0.75836,0.50072,0.70361,0.72251,0.72909,0.44338,1.25033,2.41753,1.17356,1.14717,0.00133472,0.00133472,0.00133472
170,92.1078,0.75204,1.02193,0.72836,0.94611,0.71025,0.75362,0.75836,0.50072,0.70361,0.72251,0.72909,0.44338,1.25033,2.41753,1.17356,1.14717,0.00133076,0.00133076,0.00133076
171,92.62,0.72427,1.01359,0.65522,0.91444,0.71025,0.75362,0.75836,0.50072,0.70361,0.72251,0.72909,0.44338,1.25033,2.41753,1.17356,1.14717,0.0013268,0.0013268,0.0013268
172,93.1844,0.79408,1.23067,0.70458,0.90123,0.71764,0.7367,0.73257,0.47402,0.71534,0.72843,0.73269,0.43089,1.25997,2.39404,1.16688,1.15822,0.00132284,0.00132284,0.00132284
173,93.628,0.68777,0.8457,0.67144,0.91653,0.71764,0.7367,0.73257,0.47402,0.71534,0.72843,0.73269,0.43089,1.25997,2.39404,1.16688,1.15822,0.00131888,0.00131888,0.00131888
174,94.0646,0.76084,1.12193,0.70169,0.95363,0.71764,0.7367,0.73257,0.47402,0.71534,0.72843,0.73269,0.43089,1.25997,2.39404,1.16688,1.15822,0.00131492,0.00131492,0.00131492
175,94.5203,0.81858,1.17272,0.70204,0.90972,0.71764,0.7367,0.73257,0.47402,0.71534,0.72843,0.73269,0.43089,1.25997,2.39404,1.16688,1.15822,0.00131096,0.00131096,0.00131096
176,94.9836,0.90289,1.45665,0.71764,0.96363,0.855,0.63768,0.77102,0.51636,0.855,0.63768,0.75154,0.44515,1.19111,2.38349,1.16752,1.13049,0.001307,0.001307,0.001307
177,95.5052,0.78046,1.04331,0.67743,0.91222,0.855,0.63768,0.77102,0.51636,0.855,0.63768,0.75154,0.44515,1.19111,2.38349,1.16752,1.13049,0.00130304,0.00130304,0.00130304
178,96.033,0.70913,0.98072,0.6511,0.90298,0.855,0.63768,0.77102,0.51636,0.855,0.63768,0.75154,0.44515,1.19111,2.38349,1.16752,1.13049,0.00129908,0.00129908,0.00129908
179,96.539,0.6543,0.78794,0.67516,0.89569,0.855,0.63768,0.77102,0.51636,0.855,0.63768,0.75154,0.44515,1.19111,2.38349,1.16752,1.13049,0.00129512,0.00129512,0.00129512
180,97.0728,0.77306,1.19015,0.6675,0.9194,0.89871,0.66667,0.77555,0.52525,0.89871,0.66667,0.78021,0.44512,1.1223,2.32674,1.15793,1.09822,0.00129116,0.00129116,0.00129116
181,97.6201,0.90908,1.29298,0.78195,0.94325,0.89871,0.66667,0.77555,0.52525,0.89871,0.66667,0.78021,0.44512,1.1223,2.32674,1.15793,1.09822,0.0012872,0.0012872,0.0012872
182,98.1846,0.86355,1.11241,0.68056,0.90909,0.89871,0.66667,0.77555,0.52525,0.89871,0.66667,0.78021,0.44512,1.1223,2.32674,1.15793,1.09822,0.00128324,0.00128324,0.00128324
183,98.7171,0.91299,1.24704,0.7429,0.91187,0.89871,0.66667,0.77555,0.52525,0.89871,0.66667,0.78021,0.44512,1.1223,2.32674,1.15793,1.09822,0.00127928,0.00127928,0.00127928
184,99.2753,0.89745,1.24699,0.72935,0.93271,0.78376,0.72464,0.75867,0.50186,0.78376,0.72464,0.76333,0.43835,1.17879,2.30419,1.15408,1.12217,0.00127532,0.00127532,0.00127532
185,99.7158,0.71023,0.97422,0.65168,0.90661,0.78376,0.72464,0.75867,0.50186,0.78376,0.72464,0.76333,0.43835,1.17879,2.30419,1.15408,1.12217,0.00127136,0.00127136,0.00127136
186,100.167,0.75333,1.02011,0.66271,0.88662,0.78376,0.72464,0.75867,0.50186,0.78376,0.72464,0.76333,0.43835,1.17879,2.30419,1.15408,1.12217,0.0012674,0.0012674,0.0012674
187,100.619,0.78467,1.04668,0.72251,0.8835,0.78376,0.72464,0.75867,0.50186,0.78376,0.72464,0.76333,0.43835,1.17879,2.30419,1.15408,1.12217,0.00126344,0.00126344,0.00126344
188,101.102,0.91402,1.33155,0.73112,0.93658,0.8117,0.69565,0.75598,0.48679,0.8117,0.69565,0.75869,0.45028,1.25048,2.25012,1.15086,1.16589,0.00125948,0.00125948,0.00125948
189,101.555,0.74059,0.90649,0.63209,0.88666,0.8117,0.69565,0.75598,0.48679,0.8117,0.69565,0.75869,0.45028,1.25048,2.25012,1.15086,1.16589,0.00125552,0.00125552,0.00125552
190,102.001,0.82571,1.00026,0.66915,0.90362,0.8117,0.69565,0.75598,0.48679,0.8117,0.69565,0.75869,0.45028,1.25048,2.25012,1.15086,1.16589,0.00125156,0.00125156,0.00125156
191,102.442,0.79385,1.01558,0.65198,0.90687,0.8117,0.69565,0.75598,0.48679,0.8117,0.69565,0.75869,0.45028,1.25048,2.25012,1.15086,1.16589,0.0012476,0.0012476,0.0012476
192,102.929,0.84488,0.9442,0.6676,0.93072,0.76532,0.70896,0.76815,0.49855,0.77848,0.72464,0.77083,0.46833,1.20394,2.3378,1.14139,1.14582,0.00124364,0.00124364,0.00124364
193,103.367,0.66423,0.79825,0.66172,0.88762,0.76532,0.70896,0.76815,0.49855,0.77848,0.72464,0.77083,0.46833,1.20394,2.3378,1.14139,1.14582,0.00123968,0.00123968,0.00123968
194,103.811,0.79312,1.07457,0.66784,0.91438,0.76532,0.70896,0.76815,0.49855,0.77848,0.72464,0.77083,0.46833,1.20394,2.3378,1.14139,1.14582,0.00123572,0.00123572,0.00123572
195,104.241,0.6549,0.83886,0.59527,0.89634,0.76532,0.70896,0.76815,0.49855,0.77848,0.72464,0.77083,0.46833,1.20394,2.3378,1.14139,1.14582,0.00123176,0.00123176,0.00123176
196,104.705,0.67866,0.77278,0.61163,0.88611,0.72029,0.7971,0.7696,0.50801,0.72029,0.7971,0.7633,0.44699,1.14458,2.5341,1.11093,1.12545,0.0012278,0.0012278,0.0012278
197,105.149,0.72111,0.97491,0.71246,0.94615,0.72029,0.7971,0.7696,0.50801,0.72029,0.7971,0.7633,0.44699,1.14458,2.5341,1.11093,1.12545,0.00122384,0.00122384,0.00122384
198,105.602,0.8183,1.1289,0.70654,0.91934,0.72029,0.7971,0.7696,0.50801,0.72029,0.7971,0.7633,0.44699,1.14458,2.5341,1.11093,1.12545,0.00121988,0.00121988,0.00121988
199,106.04,0.80643,0.94016,0.72921,0.92954,0.72029,0.7971,0.7696,0.50801,0.72029,0.7971,0.7633,0.44699,1.14458,2.5341,1.11093,1.12545,0.00121592,0.00121592,0.00121592
200,106.548,0.73806,0.93389,0.63219,0.89409,0.69985,0.84485,0.75297,0.50532,0.68315,0.81245,0.73724,0.4465,1.13376,2.45201,1.10725,1.13783,0.00121196,0.00121196,0.00121196
201,106.985,0.66428,1.03,0.67611,0.90502,0.69985,0.84485,0.75297,0.50532,0.68315,0.81245,0.73724,0.4465,1.13376,2.45201,1.10725,1.13783,0.001208,0.001208,0.001208
202,107.459,0.7404,1.03724,0.65745,0.88161,0.69985,0.84485,0.75297,0.50532,0.68315,0.81245,0.73724,0.4465,1.13376,2.45201,1.10725,1.13783,0.00120404,0.00120404,0.00120404
203,107.925,0.68229,0.86708,0.64661,0.89622,0.69985,0.84485,0.75297,0.50532,0.68315,0.81245,0.73724,0.4465,1.13376,2.45201,1.10725,1.13783,0.00120008,0.00120008,0.00120008
204,108.408,0.8461,1.13059,0.70476,0.91118,0.73656,0.73913,0.73351,0.4931,0.73759,0.73913,0.73861,0.453,1.14675,2.44709,1.16731,1.1354,0.00119612,0.00119612,0.00119612
205,108.877,0.76845,1.15705,0.69631,0.8752,0.73656,0.73913,0.73351,0.4931,0.73759,0.73913,0.73861,0.453,1.14675,2.44709,1.16731,1.1354,0.00119216,0.00119216,0.00119216
206,109.335,0.68475,0.91667,0.60479,0.88528,0.73656,0.73913,0.73351,0.4931,0.73759,0.73913,0.73861,0.453,1.14675,2.44709,1.16731,1.1354,0.0011882,0.0011882,0.0011882
207,109.798,0.65444,0.86861,0.60513,0.89523,0.73656,0.73913,0.73351,0.4931,0.73759,0.73913,0.73861,0.453,1.14675,2.44709,1.16731,1.1354,0.00118424,0.00118424,0.00118424
208,110.258,0.72154,0.89925,0.62452,0.90819,0.70667,0.66667,0.72005,0.48531,0.71722,0.68116,0.7278,0.43709,1.13728,2.4472,1.22997,1.11964,0.00118028,0.00118028,0.00118028
209,110.689,0.72962,0.90276,0.61653,0.91057,0.70667,0.66667,0.72005,0.48531,0.71722,0.68116,0.7278,0.43709,1.13728,2.4472,1.22997,1.11964,0.00117632,0.00117632,0.00117632
210,111.16,0.72738,1.03801,0.65811,0.88016,0.70667,0.66667,0.72005,0.48531,0.71722,0.68116,0.7278,0.43709,1.13728,2.4472,1.22997,1.11964,0.00117236,0.00117236,0.00117236
211,111.602,0.81407,1.17522,0.67139,0.92282,0.70667,0.66667,0.72005,0.48531,0.71722,0.68116,0.7278,0.43709,1.13728,2.4472,1.22997,1.11964,0.0011684,0.0011684,0.0011684
212,112.075,0.63876,0.73609,0.59109,0.88142,0.70906,0.63768,0.7327,0.48632,0.70906,0.63768,0.71993,0.42613,1.12117,2.53037,1.2183,1.12736,0.00116444,0.00116444,0.00116444
213,112.541,0.68307,1.06314,0.64064,0.89284,0.70906,0.63768,0.7327,0.48632,0.70906,0.63768,0.71993,0.42613,1.12117,2.53037,1.2183,1.12736,0.00116048,0.00116048,0.00116048
214,112.996,0.68924,0.97177,0.62629,0.89358,0.70906,0.63768,0.7327,0.48632,0.70906,0.63768,0.71993,0.42613,1.12117,2.53037,1.2183,1.12736,0.00115652,0.00115652,0.00115652
215,113.45,0.63959,0.72392,0.5767,0.88521,0.70906,0.63768,0.7327,0.48632,0.70906,0.63768,0.71993,0.42613,1.12117,2.53037,1.2183,1.12736,0.00115256,0.00115256,0.00115256
216,113.938,0.77215,1.04057,0.67437,0.91576,0.68783,0.78261,0.75186,0.50588,0.70763,0.73666,0.74762,0.45549,1.11998,2.47027,1.16555,1.1365,0.0011486,0.0011486,0.0011486
217,114.389,0.77065,1.1983,0.68351,0.90612,0.68783,0.78261,0.75186,0.50588,0.70763,0.73666,0.74762,0.45549,1.11998,2.47027,1.16555,1.1365,0.00114464,0.00114464,0.00114464
218,114.834,0.66162,0.78955,0.60806,0.86412,0.68783,0.78261,0.75186,0.50588,0.70763,0.73666,0.74762,0.45549,1.11998,2.47027,1.16555,1.1365,0.00114068,0.00114068,0.00114068
219,115.314,0.69083,0.90859,0.68191,0.92675,0.68783,0.78261,0.75186,0.50588,0.70763,0.73666,0.74762,0.45549,1.11998,2.47027,1.16555,1.1365,0.00113672,0.00113672,0.00113672
220,115.794,0.67791,0.88932,0.61233,0.88246,0.72103,0.78668,0.77068,0.51764,0.72103,0.78668,0.76804,0.48239,1.11452,2.38724,1.10867,1.1226,0.00113276,0.00113276,0.00113276
221,116.332,0.74977,1.08847,0.68256,0.94403,0.72103,0.78668,0.77068,0.51764,0.72103,0.78668,0.76804,0.48239,1.11452,2.38724,1.10867,1.1226,0.0011288,0.0011288,0.0011288
222,116.872,0.73958,0.87603,0.62288,0.89123,0.72103,0.78668,0.77068,0.51764,0.72103,0.78668,0.76804,0.48239,1.11452,2.38724,1.10867,1.1226,0.00112484,0.00112484,0.00112484
223,117.4,0.70669,0.91935,0.61608,0.91051,0.72103,0.78668,0.77068,0.51764,0.72103,0.78668,0.76804,0.48239,1.11452,2.38724,1.10867,1.1226,0.00112088,0.00112088,0.00112088
224,118.033,0.85282,1.33293,0.69656,0.93381,0.7707,0.76812,0.77725,0.51579,0.75552,0.75362,0.77392,0.47684,1.10558,2.40835,1.03469,1.10923,0.00111692,0.00111692,0.00111692
225,118.446,0.81057,1.2033,0.713,1.0142,0.7707,0.76812,0.77725,0.51579,0.75552,0.75362,0.77392,0.47684,1.10558,2.40835,1.03469,1.10923,0.00111296,0.00111296,0.00111296
226,118.895,0.63481,0.79298,0.57957,0.88038,0.7707,0.76812,0.77725,0.51579,0.75552,0.75362,0.77392,0.47684,1.10558,2.40835,1.03469,1.10923,0.001109,0.001109,0.001109
227,119.322,0.75856,1.06177,0.76838,0.93029,0.7707,0.76812,0.77725,0.51579,0.75552,0.75362,0.77392,0.47684,1.10558,2.40835,1.03469,1.10923,0.00110504,0.00110504,0.00110504
228,119.777,0.70932,0.83732,0.60686,0.9054,0.74377,0.79932,0.80293,0.54786,0.74377,0.79932,0.79836,0.48851,1.08933,2.36344,0.98696,1.10078,0.00110108,0.00110108,0.00110108
229,120.306,0.80667,1.28883,0.65446,0.92075,0.74377,0.79932,0.80293,0.54786,0.74377,0.79932,0.79836,0.48851,1.08933,2.36344,0.98696,1.10078,0.00109712,0.00109712,0.00109712
230,120.845,0.71539,1.00981,0.62737,0.87776,0.74377,0.79932,0.80293,0.54786,0.74377,0.79932,0.79836,0.48851,1.08933,2.36344,0.98696,1.10078,0.00109316,0.00109316,0.00109316
231,121.398,0.71682,0.93486,0.62047,0.88383,0.74377,0.79932,0.80293,0.54786,0.74377,0.79932,0.79836,0.48851,1.08933,2.36344,0.98696,1.10078,0.0010892,0.0010892,0.0010892
232,121.936,0.70754,1.00756,0.62843,0.88743,0.72786,0.81405,0.82685,0.56853,0.72786,0.81405,0.81102,0.51797,1.09631,2.25233,0.9833,1.10003,0.00108524,0.00108524,0.00108524
233,122.444,0.70753,1.00606,0.6421,0.90235,0.72786,0.81405,0.82685,0.56853,0.72786,0.81405,0.81102,0.51797,1.09631,2.25233,0.9833,1.10003,0.00108128,0.00108128,0.00108128
234,122.972,0.65931,0.92779,0.6056,0.86351,0.72786,0.81405,0.82685,0.56853,0.72786,0.81405,0.81102,0.51797,1.09631,2.25233,0.9833,1.10003,0.00107732,0.00107732,0.00107732
235,123.492,0.71042,0.99182,0.63112,0.89937,0.72786,0.81405,0.82685,0.56853,0.72786,0.81405,0.81102,0.51797,1.09631,2.25233,0.9833,1.10003,0.00107336,0.00107336,0.00107336
236,124.027,0.71063,1.16113,0.67326,0.90676,0.70624,0.81159,0.82307,0.57287,0.70624,0.81159,0.80879,0.518,1.12385,2.28307,0.99848,1.12219,0.0010694,0.0010694,0.0010694
237,124.562,0.72311,0.95407,0.64794,0.90772,0.70624,0.81159,0.82307,0.57287,0.70624,0.81159,0.80879,0.518,1.12385,2.28307,0.99848,1.12219,0.00106544,0.00106544,0.00106544
238,125.11,0.82833,1.33085,0.70344,0.92122,0.70624,0.81159,0.82307,0.57287,0.70624,0.81159,0.80879,0.518,1.12385,2.28307,0.99848,1.12219,0.00106148,0.00106148,0.00106148
239,125.671,0.71468,0.9495,0.62105,0.89586,0.70624,0.81159,0.82307,0.57287,0.70624,0.81159,0.80879,0.518,1.12385,2.28307,0.99848,1.12219,0.00105752,0.00105752,0.00105752
240,126.219,0.66882,0.85937,0.60285,0.89086,0.78843,0.73913,0.8041,0.54424,0.76072,0.73721,0.77273,0.48716,1.13197,2.32548,1.05287,1.12908,0.00105356,0.00105356,0.00105356
241,126.719,0.59639,0.82093,0.57854,0.84951,0.78843,0.73913,0.8041,0.54424,0.76072,0.73721,0.77273,0.48716,1.13197,2.32548,1.05287,1.12908,0.0010496,0.0010496,0.0010496
242,127.148,0.6988,0.97939,0.62674,0.86412,0.78843,0.73913,0.8041,0.54424,0.76072,0.73721,0.77273,0.48716,1.13197,2.32548,1.05287,1.12908,0.00104564,0.00104564,0.00104564
243,127.907,0.71757,1.0821,0.69337,0.8814,0.78843,0.73913,0.8041,0.54424,0.76072,0.73721,0.77273,0.48716,1.13197,2.32548,1.05287,1.12908,0.00104168,0.00104168,0.00104168
244,128.372,0.66043,0.84997,0.60481,0.87037,0.78068,0.71014,0.79179,0.52948,0.75312,0.71014,0.77164,0.487,1.17441,2.29892,1.07835,1.14038,0.00103772,0.00103772,0.00103772
245,128.806,0.77429,1.11682,0.64041,0.91451,0.78068,0.71014,0.79179,0.52948,0.75312,0.71014,0.77164,0.487,1.17441,2.29892,1.07835,1.14038,0.00103376,0.00103376,0.00103376
246,129.268,0.62707,0.77366,0.60215,0.87681,0.78068,0.71014,0.79179,0.52948,0.75312,0.71014,0.77164,0.487,1.17441,2.29892,1.07835,1.14038,0.0010298,0.0010298,0.0010298
247,129.701,0.59652,0.73856,0.58829,0.88121,0.78068,0.71014,0.79179,0.52948,0.75312,0.71014,0.77164,0.487,1.17441,2.29892,1.07835,1.14038,0.00102584,0.00102584,0.00102584
248,130.178,0.65833,0.87989,0.57598,0.85391,0.78036,0.82391,0.81218,0.53276,0.76678,0.81005,0.80183,0.49566,1.15663,2.21095,1.0254,1.12331,0.00102188,0.00102188,0.00102188
249,130.632,0.65313,0.88473,0.62159,0.86915,0.78036,0.82391,0.81218,0.53276,0.76678,0.81005,0.80183,0.49566,1.15663,2.21095,1.0254,1.12331,0.00101792,0.00101792,0.00101792
250,131.072,0.62297,0.82594,0.61774,0.88976,0.78036,0.82391,0.81218,0.53276,0.76678,0.81005,0.80183,0.49566,1.15663,2.21095,1.0254,1.12331,0.00101396,0.00101396,0.00101396
251,131.506,0.67042,0.96876,0.62634,0.90777,0.78036,0.82391,0.81218,0.53276,0.76678,0.81005,0.80183,0.49566,1.15663,2.21095,1.0254,1.12331,0.00101,0.00101,0.00101
252,131.985,0.69428,0.95974,0.64002,0.85197,0.78957,0.76138,0.81912,0.56262,0.78957,0.76138,0.81305,0.50343,1.12214,2.04251,0.97305,1.11602,0.00100604,0.00100604,0.00100604
253,132.456,0.66224,1.01629,0.62605,0.87645,0.78957,0.76138,0.81912,0.56262,0.78957,0.76138,0.81305,0.50343,1.12214,2.04251,0.97305,1.11602,0.00100208,0.00100208,0.00100208
254,132.886,0.67787,0.92653,0.59301,0.87392,0.78957,0.76138,0.81912,0.56262,0.78957,0.76138,0.81305,0.50343,1.12214,2.04251,0.97305,1.11602,0.00099812,0.00099812,0.00099812
255,133.327,0.70357,0.93733,0.60075,0.87146,0.78957,0.76138,0.81912,0.56262,0.78957,0.76138,0.81305,0.50343,1.12214,2.04251,0.97305,1.11602,0.00099416,0.00099416,0.00099416
256,133.799,0.64774,0.84234,0.65592,0.93813,0.79317,0.76812,0.81493,0.55982,0.79317,0.76812,0.815,0.49698,1.09034,2.02402,0.95519,1.1046,0.0009902,0.0009902,0.0009902
257,134.244,0.68025,1.04735,0.62568,0.93831,0.79317,0.76812,0.81493,0.55982,0.79317,0.76812,0.815,0.49698,1.09034,2.02402,0.95519,1.1046,0.00098624,0.00098624,0.00098624
