epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,1418.91,0.97663,0.52795,0.91509,0.89878,0.87805,0.93855,0.65721,1.17235,0.5684,0.97852,0.00129908,0.00129908,0.00129908
179,1427.05,0.98955,0.5381,0.91698,0.89268,0.90513,0.93993,0.65864,1.18167,0.55432,0.98167,0.00129512,0.00129512,0.00129512
180,1435.04,0.98776,0.54184,0.91675,0.90964,0.86876,0.9391,0.65727,1.17592,0.57302,0.98498,0.00129116,0.00129116,0.00129116
181,1443.11,0.98959,0.5422,0.91572,0.89886,0.88555,0.93152,0.65867,1.17279,0.58159,0.97775,0.0012872,0.0012872,0.0012872
182,1451.1,0.99046,0.54064,0.91515,0.88713,0.87054,0.92821,0.65134,1.18699,0.59881,0.98726,0.00128324,0.00128324,0.00128324
183,1459.19,0.98607,0.53522,0.91387,0.86751,0.87219,0.93048,0.64851,1.16096,0.59822,0.97774,0.00127928,0.00127928,0.00127928
184,1467.07,0.98296,0.52848,0.91319,0.89397,0.87805,0.93015,0.64308,1.16632,0.58132,0.98151,0.00127532,0.00127532,0.00127532
185,1475.06,0.99516,0.53326,0.92233,0.90153,0.86679,0.93775,0.66046,1.1405,0.58593,0.96865,0.00127136,0.00127136,0.00127136
186,1483.16,0.97223,0.53723,0.90829,0.87929,0.87992,0.93212,0.65184,1.14512,0.5738,0.97118,0.0012674,0.0012674,0.0012674
187,1491.46,0.97836,0.52602,0.91578,0.90272,0.86679,0.93661,0.65877,1.16011,0.5836,0.97063,0.00126344,0.00126344,0.00126344
188,1500.37,0.98749,0.53904,0.91789,0.90652,0.87334,0.93789,0.65857,1.16437,0.57695,0.97555,0.00125948,0.00125948,0.00125948
189,1508.49,0.97764,0.5347,0.91359,0.89447,0.89053,0.93887,0.65715,1.16687,0.5716,0.98457,0.00125552,0.00125552,0.00125552
190,1516.52,0.96766,0.51867,0.90965,0.89967,0.86867,0.92669,0.65024,1.16956,0.57763,0.98457,0.00125156,0.00125156,0.00125156
191,1524.85,0.97342,0.52709,0.91278,0.89289,0.86304,0.92991,0.65105,1.18067,0.58882,0.98753,0.0012476,0.0012476,0.0012476
192,1533.11,0.99342,0.53037,0.91655,0.89098,0.8818,0.91784,0.64752,1.18452,0.58298,0.99033,0.00124364,0.00124364,0.00124364
193,1541.12,0.98278,0.52896,0.91273,0.88513,0.86867,0.92065,0.63316,1.17872,0.57279,0.99437,0.00123968,0.00123968,0.00123968
194,1549.3,0.96579,0.52679,0.91164,0.8673,0.87062,0.92816,0.64229,1.18465,0.58778,0.98203,0.00123572,0.00123572,0.00123572
195,1557.35,0.97636,0.52774,0.91295,0.89311,0.86217,0.93813,0.65895,1.16553,0.5758,0.97279,0.00123176,0.00123176,0.00123176
196,1565.16,0.97626,0.52799,0.91257,0.86534,0.90426,0.93331,0.64942,1.16879,0.58738,0.97492,0.0012278,0.0012278,0.0012278
197,1573.14,0.97651,0.52672,0.91564,0.91118,0.86492,0.93088,0.64903,1.1879,0.57155,0.98787,0.00122384,0.00122384,0.00122384
198,1581.18,0.97214,0.5272,0.9161,0.90059,0.86683,0.92741,0.65266,1.18146,0.5752,0.98684,0.00121988,0.00121988,0.00121988
199,1588.9,0.97929,0.52672,0.91855,0.89373,0.87805,0.93014,0.63988,1.18699,0.58024,0.98203,0.00121592,0.00121592,0.00121592
200,1596.62,0.9755,0.52631,0.90789,0.88291,0.88743,0.93953,0.6487,1.15873,0.59738,0.97831,0.00121196,0.00121196,0.00121196
201,1604.38,0.96368,0.51848,0.91364,0.8994,0.88931,0.94169,0.65664,1.14461,0.56681,0.97503,0.001208,0.001208,0.001208
202,1612.27,0.98363,0.52837,0.91403,0.86852,0.89235,0.93352,0.6574,1.162,0.56259,0.974,0.00120404,0.00120404,0.00120404
203,1620.02,0.96266,0.52551,0.90847,0.90659,0.87409,0.9399,0.64757,1.18946,0.55204,0.97475,0.00120008,0.00120008,0.00120008
204,1627.73,0.97648,0.52649,0.91424,0.90484,0.8743,0.93511,0.64564,1.1976,0.55938,0.98253,0.00119612,0.00119612,0.00119612
205,1635.49,0.96988,0.51942,0.91246,0.90402,0.88368,0.93236,0.63649,1.18087,0.58074,0.98934,0.00119216,0.00119216,0.00119216
206,1643.38,0.9699,0.52304,0.90529,0.88171,0.89869,0.93719,0.64698,1.18045,0.57289,0.99209,0.0011882,0.0011882,0.0011882
207,1651.1,0.97475,0.52618,0.91414,0.89826,0.87796,0.93581,0.64575,1.18016,0.56201,0.98092,0.00118424,0.00118424,0.00118424
208,1658.98,0.97204,0.5219,0.9148,0.92259,0.87204,0.9329,0.65903,1.18428,0.5694,0.98367,0.00118028,0.00118028,0.00118028
209,1666.74,0.97244,0.52522,0.91198,0.9025,0.88571,0.93607,0.65707,1.17301,0.5751,0.97909,0.00117632,0.00117632,0.00117632
210,1674.48,0.967,0.50942,0.91157,0.89696,0.90056,0.93782,0.66077,1.18465,0.57067,0.99087,0.00117236,0.00117236,0.00117236
211,1682.33,0.96207,0.51413,0.90842,0.89731,0.89118,0.93491,0.65078,1.1795,0.55233,0.98526,0.0011684,0.0011684,0.0011684
212,1690.4,0.97855,0.51598,0.91017,0.86824,0.90619,0.93466,0.64187,1.19738,0.56408,0.99032,0.00116444,0.00116444,0.00116444
213,1698.27,0.9593,0.51801,0.90992,0.88467,0.89231,0.93446,0.64754,1.1579,0.57443,0.97574,0.00116048,0.00116048,0.00116048
214,1706.16,0.96345,0.52047,0.90699,0.89261,0.87329,0.92691,0.64401,1.16561,0.58476,0.98213,0.00115652,0.00115652,0.00115652
215,1713.94,0.94749,0.50723,0.90485,0.89632,0.87617,0.92523,0.64709,1.17295,0.58598,0.98661,0.00115256,0.00115256,0.00115256
216,1721.7,0.95921,0.51469,0.91231,0.8915,0.90056,0.93489,0.64441,1.17192,0.55749,0.98854,0.0011486,0.0011486,0.0011486
217,1729.67,0.95283,0.51408,0.90462,0.91136,0.86116,0.93638,0.65113,1.20547,0.56599,0.99389,0.00114464,0.00114464,0.00114464
218,1737.73,0.96633,0.52253,0.91002,0.8835,0.88555,0.94271,0.65908,1.18847,0.56761,0.98429,0.00114068,0.00114068,0.00114068
219,1745.69,0.95323,0.51172,0.90631,0.88171,0.87992,0.93252,0.65556,1.17226,0.55498,0.98233,0.00113672,0.00113672,0.00113672
220,1753.44,0.94632,0.51102,0.90481,0.87939,0.88917,0.93208,0.65724,1.17876,0.56862,0.98522,0.00113276,0.00113276,0.00113276
221,1761.17,0.9501,0.50611,0.90445,0.90714,0.86867,0.93455,0.65725,1.17199,0.54931,0.98605,0.0011288,0.0011288,0.0011288
222,1768.92,0.94784,0.5107,0.90989,0.89553,0.8743,0.92989,0.64781,1.179,0.56297,0.98818,0.00112484,0.00112484,0.00112484
223,1776.59,0.96194,0.51962,0.91501,0.88204,0.8818,0.93472,0.64513,1.15917,0.5641,0.98332,0.00112088,0.00112088,0.00112088
224,1784.39,0.95291,0.51011,0.90857,0.8922,0.88509,0.93086,0.64824,1.16862,0.56119,0.98249,0.00111692,0.00111692,0.00111692
225,1792.17,0.95564,0.52064,0.90687,0.90085,0.86304,0.93245,0.65888,1.15919,0.5736,0.9754,0.00111296,0.00111296,0.00111296
226,1799.85,0.95769,0.51195,0.90677,0.89407,0.85509,0.9201,0.64395,1.17322,0.57488,0.98256,0.001109,0.001109,0.001109
227,1807.64,0.9527,0.50691,0.90597,0.90659,0.85579,0.92378,0.64752,1.18357,0.57581,0.98957,0.00110504,0.00110504,0.00110504
228,1815.49,0.93826,0.49603,0.90611,0.90121,0.85578,0.92958,0.64667,1.18416,0.568,0.98305,0.00110108,0.00110108,0.00110108
229,1823.36,0.952,0.50129,0.90031,0.89974,0.85873,0.92799,0.64786,1.1621,0.56895,0.98684,0.00109712,0.00109712,0.00109712
230,1831.19,0.93807,0.50646,0.90201,0.88871,0.85403,0.92346,0.64557,1.18398,0.59884,0.98664,0.00109316,0.00109316,0.00109316
231,1838.95,0.94668,0.50803,0.90239,0.89658,0.86492,0.92478,0.64417,1.17765,0.57273,0.98504,0.0010892,0.0010892,0.0010892
232,1846.64,0.94104,0.49987,0.90257,0.87545,0.88931,0.92352,0.6503,1.16796,0.57508,0.98689,0.00108524,0.00108524,0.00108524
233,1854.48,0.93302,0.49857,0.90392,0.88316,0.90758,0.93068,0.65575,1.18803,0.55976,0.9968,0.00108128,0.00108128,0.00108128
234,1862.3,0.95182,0.50703,0.90659,0.90204,0.86116,0.92617,0.64172,1.19894,0.56605,0.99646,0.00107732,0.00107732,0.00107732
235,1870.23,0.93615,0.50024,0.90219,0.90408,0.85741,0.92863,0.65273,1.18588,0.56925,0.99186,0.00107336,0.00107336,0.00107336
236,1877.99,0.92976,0.49487,0.90476,0.8975,0.8743,0.9284,0.65075,1.17959,0.55904,0.99279,0.0010694,0.0010694,0.0010694
237,1885.71,0.93817,0.50173,0.90381,0.88966,0.87805,0.93163,0.65302,1.17766,0.56252,0.98121,0.00106544,0.00106544,0.00106544
238,1893.48,0.94241,0.50921,0.90162,0.89006,0.88096,0.9233,0.64841,1.17744,0.56431,0.97873,0.00106148,0.00106148,0.00106148
239,1901.29,0.93584,0.49901,0.90215,0.8995,0.86867,0.93428,0.65384,1.1873,0.56965,0.98061,0.00105752,0.00105752,0.00105752
240,1909.15,0.93661,0.50349,0.89771,0.88712,0.87054,0.93297,0.65067,1.17524,0.56808,0.97605,0.00105356,0.00105356,0.00105356
241,1916.87,0.94784,0.50634,0.90432,0.8581,0.91182,0.93427,0.65624,1.16056,0.5612,0.97426,0.0010496,0.0010496,0.0010496
242,1924.72,0.94107,0.50739,0.90703,0.89449,0.87484,0.93545,0.65837,1.15599,0.56286,0.97486,0.00104564,0.00104564,0.00104564
243,1932.46,0.92373,0.501,0.90477,0.91192,0.85468,0.93548,0.65771,1.18111,0.5493,0.9865,0.00104168,0.00104168,0.00104168
244,1940.43,0.93268,0.49949,0.89558,0.91022,0.87805,0.93886,0.66214,1.17319,0.56186,0.98057,0.00103772,0.00103772,0.00103772
245,1948.41,0.9348,0.49856,0.90228,0.91179,0.87271,0.93453,0.65765,1.17077,0.53948,0.97899,0.00103376,0.00103376,0.00103376
246,1956.19,0.92427,0.4909,0.89653,0.91667,0.87054,0.9319,0.65559,1.17666,0.54495,0.98436,0.0010298,0.0010298,0.0010298
247,1963.99,0.93276,0.49957,0.89908,0.89545,0.86867,0.92945,0.65223,1.17191,0.55797,0.98186,0.00102584,0.00102584,0.00102584
248,1971.68,0.93631,0.49444,0.89963,0.90187,0.86679,0.93171,0.65389,1.17403,0.55144,0.98618,0.00102188,0.00102188,0.00102188
249,1979.58,0.93255,0.49591,0.89999,0.90469,0.85741,0.92647,0.64166,1.17976,0.55954,0.9865,0.00101792,0.00101792,0.00101792
250,1987.47,0.93595,0.49599,0.90094,0.87976,0.89231,0.93215,0.64963,1.1757,0.56103,0.98161,0.00101396,0.00101396,0.00101396
251,1995.39,0.93756,0.50132,0.90408,0.88589,0.88848,0.93227,0.64575,1.17958,0.57007,0.98163,0.00101,0.00101,0.00101
